AF_OL_010_1,
W,R
0.253848732,0.019167421
0.255609603,0.019168801
0.257873579,0.019170575
0.260389108,0.019172547
0.262149978,0.019173927
0.264921866,0.019135088
0.266936692,0.019116162
0.269454623,0.019097629
0.270712388,0.019098615
0.272724811,0.019100192
0.274485681,0.019101572
0.277504316,0.019103938
0.278503319,0.019166238
0.280515743,0.019167815
0.282516152,0.019271911
0.285026875,0.01931489
0.286028281,0.019356686
0.288035899,0.019399271
0.290539414,0.019503761
0.292036718,0.019607463
0.293538827,0.019670157
0.29428868,0.019711756
0.295536833,0.019794757
0.296526225,0.019939072
0.297024526,0.019980474
0.297769573,0.02006308
0.299022532,0.020105073
0.301770392,0.020271272
0.303004128,0.020477295
0.303504831,0.020498193
0.30599393,0.020725706
0.307479219,0.020931926
0.308217059,0.021076044
0.309961109,0.02122095
0.311197249,0.02140647
0.312445402,0.021489471
0.313933095,0.021675187
0.314920084,0.021840006
0.315895059,0.022107343
0.316884451,0.022251658
0.317365932,0.022436586
0.318103771,0.022580704
0.318839208,0.022745325
0.319818989,0.022971655
0.320314886,0.023033561
0.321038309,0.023300701
0.322274448,0.02348622
0.32400168,0.023774653
0.324993475,0.023898464
0.326236822,0.024022472
0.32748017,0.02414648
0.328220412,0.024270094
0.328462354,0.024352306
0.328946237,0.024516731
0.329688882,0.024619841
0.330421916,0.024804966
0.330651844,0.024989697
0.33163643,0.025175019
0.331873567,0.025298239
0.332613809,0.025421853
0.333600798,0.025586672
0.334084681,0.025751096
0.334575773,0.025854009
0.335555554,0.026080339
0.336044243,0.026203756
0.336784485,0.026327369
0.337517519,0.026512495
0.338008611,0.026615408
0.338739242,0.026821037
0.338988392,0.026841738
0.339972978,0.02702706
0.34071322,0.027150674
0.341954165,0.027295186
0.341956568,0.027274682
0.343446663,0.027439895
0.343676591,0.027624626
0.344412028,0.027789247
0.344653969,0.027871459
0.345897317,0.027995468
0.346639962,0.028098578
0.347370593,0.028304207
0.348357582,0.028469025
0.348601927,0.028530734
0.34883666,0.028674457
0.349828455,0.028798268
0.35082025,0.028922079
0.351304134,0.029086504
0.351792823,0.029209921
0.352279109,0.029353841
0.35276059,0.029538769
0.353249279,0.029662186
0.353989521,0.0297858
0.354983719,0.029889107
0.355728766,0.029971714
0.3564618,0.030156839
0.357700342,0.030321855
0.358684929,0.030507177
0.360172621,0.030692894
0.36115961,0.030857712
0.362896453,0.03106413
0.363888248,0.031187941
0.36512679,0.031352957
0.366360527,0.03155898
0.367107977,0.031621082
0.368090161,0.031826909
0.36907715,0.031991727
0.370078556,0.032033523
0.371070351,0.032157334
0.371566248,0.03221924
0.372553238,0.032384059
0.373794183,0.032528571
0.374036125,0.032610783
0.37552622,0.032775996
0.375765759,0.032878711
0.376755151,0.033023026
0.378000901,0.033126531
0.378992696,0.033250342
0.380485194,0.033395051
0.381223033,0.033539169
0.382715531,0.033683878
0.382964681,0.033704579
0.384454777,0.033869792
0.384950674,0.033931697
0.385940066,0.034076012
0.387430161,0.034241225
0.388160792,0.034446854
0.390405546,0.034612658
0.391905252,0.034695856
0.393898453,0.034861463
0.394895054,0.034944267
0.396890657,0.03508937
0.398891067,0.035193466
0.399394172,0.035193861
0.400877059,0.035420585
0.402374363,0.035524286
0.403363755,0.035668601
0.404360355,0.035751405
0.405603703,0.035875413
0.406597901,0.035978721
0.408334743,0.036185138
0.409084596,0.036226737
0.410327944,0.036350745
0.411322142,0.036454053
0.41306379,0.036619463
0.414292721,0.036866493
0.416278714,0.037093612
0.418521065,0.03727992
0.420262713,0.03744533
0.421755211,0.037590039
0.423250111,0.037714245
0.424498265,0.037797245
0.426501077,0.037880837
0.426999377,0.037922239
0.429246534,0.03806754
0.430743837,0.038171242
0.433745652,0.038317134
0.435245359,0.038400331
0.436747468,0.038463026
0.439241372,0.038649531
0.440731467,0.038814744
0.442233576,0.038877438
0.443972821,0.039063352
0.446979442,0.039168236
0.448725896,0.039292639
0.450220796,0.039416844
0.45097065,0.039458443
0.453720912,0.039604138
0.454717512,0.039686942
0.456219622,0.039749636
0.457712119,0.039894345
0.45995447,0.040080653
0.461696119,0.040246063
0.462695122,0.040308363
0.464942278,0.040453664
0.467196643,0.040537453
0.468935889,0.040723367
0.469930086,0.040826674
0.471424987,0.04095088
0.473674546,0.041075676
0.475174253,0.041158874
0.476923109,0.041262773
0.478923518,0.041366869
0.480169269,0.041470374
0.482174484,0.041533462
0.482423634,0.041554163
0.484165282,0.041719573
0.485914138,0.041823472
0.488666804,0.041948663
0.490406049,0.042134577
0.4921501,0.042279483
0.494646406,0.042445485
0.496138904,0.042590194
0.498386061,0.042735494
0.498886764,0.042756392
0.50063562,0.042860291
0.502633627,0.042984891
0.504384886,0.043068286
0.505129934,0.043150892
0.50712794,0.043275492
0.509133155,0.04333858
0.511385117,0.043442874
0.513136376,0.043526269
0.515639891,0.043630759
0.517139598,0.043713957
0.518641707,0.043776651
0.520143816,0.043839345
0.522144225,0.043943441
0.524147037,0.044027033
0.525900699,0.044089925
0.528152661,0.044194218
0.52990392,0.044277613
0.531657582,0.044340504
0.533660394,0.044424096
0.535162504,0.04448679
0.537421674,0.044529572
0.539180142,0.044551456
0.541432104,0.044655749
0.543183363,0.044739144
0.545188578,0.044802233
0.54694224,0.044865124
0.549452963,0.044908103
0.550705922,0.044950096
0.552466792,0.044951476
0.554467202,0.045055572
0.556968314,0.045180566
0.558719573,0.045263961
0.560224085,0.045306152
0.562983959,0.045369832
0.564236918,0.045411825
0.566747641,0.045454804
0.568256958,0.045455987
0.57102404,0.045458155
0.573791122,0.045460324
0.575803545,0.045461901
0.577815969,0.045463479
0.57907133,0.045484968
0.580573439,0.045547662
0.582329504,0.04559005
0.584080763,0.045673445
0.586850248,0.04565511
0.588862671,0.045656687
0.590120436,0.045657673
0.591373395,0.045699666
0.593888924,0.045701637
0.59464118,0.045722733
0.597659814,0.045725099
0.599418282,0.045746982
0.602187767,0.045728647
0.603193978,0.045729436
0.604954848,0.045730816
0.606715719,0.045732196
0.607470377,0.045732787
0.608476589,0.045733576
0.610479401,0.045817168
0.612491824,0.045818745
0.615512862,0.045800608
0.617774435,0.045822886
0.620038411,0.04582466
0.62255394,0.045826631
0.625069469,0.045828603
0.626825534,0.045870991
0.62908951,0.045872765
0.630093319,0.045894057
0.633109551,0.045916927
0.634616466,0.045938614
0.636370128,0.046001505
0.637630295,0.045981987
0.639137209,0.046003673
0.640893274,0.046046061
0.644156254,0.046110135
0.645907513,0.04619353
0.647670786,0.046174407
0.650689421,0.046176772
0.651192526,0.046177167
0.653708055,0.046179138
0.656216376,0.046242621
0.658226397,0.046264702
0.658981055,0.046265293
0.661245031,0.046267068
0.66274714,0.046329762
0.665018325,0.046270025
0.666779195,0.046271405
0.668283707,0.046313596
0.67029613,0.046315173
0.671810253,0.046275348
0.673053601,0.046399356
0.675324785,0.04633962
0.677581553,0.046402905
0.679850335,0.046363672
0.682114311,0.046365446
0.684126734,0.046367024
0.686393113,0.046348294
0.689418956,0.046289149
0.691934485,0.04629112
0.694452417,0.046272588
0.69646484,0.046274165
0.69822571,0.046275545
0.699747042,0.046174209
0.702516526,0.046155874
0.705039264,0.046096335
0.707056493,0.046056904
0.709581633,0.045976861
0.711344906,0.045957737
0.71235352,0.045938022
0.714121599,0.045877891
0.715384169,0.045837869
0.716649142,0.045777344
0.718405207,0.045819731
0.720932749,0.045719184
0.723208739,0.04561844
0.72447131,0.045578418
0.726744897,0.045498177
0.727755914,0.045457958
0.729274842,0.045377126
0.731042921,0.045316995
0.732307894,0.04525647
0.733822017,0.045216645
0.73382442,0.045196141
0.735331334,0.045217828
0.737604922,0.045137587
0.739373,0.045077456
0.741397437,0.044976515
0.74417413,0.044896668
0.746193762,0.044836734
0.747453929,0.044817216
0.749483172,0.044675267
0.751759162,0.044574523
0.753529643,0.044493888
0.755556483,0.044372443
0.755810439,0.044352136
0.757588129,0.04420999
0.759600552,0.044211567
0.761121883,0.044110231
0.763143918,0.044029793
0.763409887,0.043906968
0.765676266,0.043888239
0.767437136,0.043889619
0.769463976,0.043768173
0.771488413,0.043667232
0.774013554,0.043587188
0.776037991,0.043486247
0.778060025,0.043405809
0.779581356,0.043304473
0.782370063,0.043122108
0.784648456,0.04300086
0.786926849,0.042879612
0.788699733,0.042778473
0.790719365,0.042718539
0.792741399,0.042638101
0.79451188,0.042557467
0.796533915,0.042477029
0.799059055,0.042396985
0.801327837,0.042357752
0.803349871,0.042277314
0.805867803,0.042258782
0.806876417,0.042239067
0.810156216,0.042159615
0.811667936,0.042140294
0.813682762,0.042121368
0.81695295,0.042123931
0.817456056,0.042124325
0.819470882,0.042105398
0.821485708,0.042086472
0.823490922,0.04214956
0.82475109,0.042130042
0.827022274,0.042070305
0.831555032,0.042032847
0.834573667,0.042035212
0.837594704,0.042017074
0.839104022,0.042018257
0.841377609,0.041938017
0.843641585,0.041939791
0.84792279,0.041902135
0.850443124,0.041863099
0.853964865,0.041865859
0.856736753,0.04182702
0.858749176,0.041828598
0.860761599,0.041830175
0.863279531,0.041811643
0.865792657,0.041834118
0.8693168,0.041816374
0.872086285,0.041798039
0.875356473,0.041800602
0.877867196,0.041843581
0.879879619,0.041845158
0.88340136,0.041847919
0.885413783,0.041849496
0.888434821,0.041831358
0.890447244,0.041832935
0.891705009,0.041833921
0.893966582,0.041856199
0.895979005,0.041857776
0.898750892,0.041818937
0.901517974,0.041821106
0.904033503,0.041823077
0.905796776,0.041803954
0.908563858,0.041806122
0.911582493,0.041808488
0.914093217,0.041851467
0.916349984,0.041914753
0.91861396,0.041916527
0.921874537,0.042001105
0.925139919,0.042044676
0.92739909,0.042087458
0.929411513,0.042089035
0.930916025,0.042131225
0.933421943,0.042215212
0.934926454,0.042257402
0.937688731,0.042300578
0.940197051,0.042364061
0.941706369,0.042365244
0.943460031,0.042428135
0.946227113,0.042430304
0.948488686,0.042452582
0.950750259,0.04247486
0.953014235,0.042476634
0.955280614,0.042457905
0.957798546,0.042439373
0.960570434,0.042400534
0.961325092,0.042401125
0.964348533,0.042362484
0.966368164,0.04230255
0.968886096,0.042284017
0.970663786,0.042141871
0.972681015,0.042102441
0.973694435,0.042041718
0.97521096,0.04198139
0.977223384,0.041982967
0.980251629,0.041903318
0.981260244,0.041883603
0.983541039,0.041741851
0.984556862,0.041660625
0.98782705,0.041663188
0.990855296,0.041583538
0.992870122,0.041564612
0.995900771,0.041464459
0.998929016,0.04138481
1.001195395,0.04136608
1.002963474,0.041305949
1.005229853,0.04128722
1.009010355,0.041228666
1.011276734,0.041209937
1.014046218,0.041191601
1.016568956,0.041132062
1.01732842,0.041091646
1.019589993,0.041113924
1.023109331,0.041137188
1.025639277,0.041016137
1.028157209,0.040997604
1.031180649,0.040958963
1.034704792,0.040941219
1.037723427,0.040943585
1.040742062,0.040945951
1.043250383,0.041009434
1.046779332,0.040950682
1.050291461,0.041035457
1.052299079,0.041078042
1.055811208,0.041162817
1.058065573,0.041246607
1.061338164,0.041228666
1.065109054,0.041252127
1.068374436,0.041295697
1.07063601,0.041317975
1.073400689,0.041340648
1.076917624,0.041384416
1.079936259,0.041386781
1.083206446,0.041389344
1.086217873,0.041453221
1.088730999,0.041475697
1.092746234,0.041560866
1.095508511,0.041604042
1.098519937,0.041667919
1.102542381,0.041691577
1.104801551,0.041734359
1.107063125,0.041756637
1.109818193,0.041861325
1.111823408,0.041924413
1.11432452,0.042049407
1.116837646,0.042071883
1.119851475,0.042115256
1.122364602,0.042137731
1.124621369,0.042201017
1.127124884,0.042305507
1.128878546,0.042368398
1.130632208,0.04243129
1.134146741,0.042495561
1.137155764,0.042579942
1.139661682,0.042663928
1.1421676,0.042747915
1.144175218,0.0427905
1.146681135,0.042874486
1.147684944,0.042895778
1.150689162,0.043021167
1.152950736,0.043043445
1.156213715,0.043107519
1.1589832,0.043089184
1.16124237,0.043131966
1.1642562,0.043175339
1.166510564,0.043259128
1.169768738,0.04336421
1.172782568,0.043407583
1.174282274,0.043490781
1.176790594,0.043554264
1.179289304,0.043699762
1.181289713,0.043803858
1.183294928,0.043866946
1.18554689,0.043971239
1.187298149,0.044054634
1.189049409,0.04413803
1.190551518,0.044200724
1.192300374,0.044304622
1.194806292,0.044388609
1.19756136,0.044493296
1.199310216,0.044597195
1.201061475,0.04468059
1.204319649,0.044785672
1.20732627,0.044890557
1.208325273,0.044952856
1.210325683,0.045056952
1.213075945,0.045202647
1.216334119,0.045307729
1.218332125,0.045432329
1.221336344,0.045557717
1.224848473,0.045642492
1.226338568,0.045807705
1.229091233,0.045932896
1.232354213,0.04599697
1.234107875,0.046059862
1.23611309,0.04612295
1.237610393,0.046226652
1.240363058,0.046351843
1.243367276,0.046477231
1.245875597,0.046540714
1.248630665,0.046645401
1.250880224,0.046770198
1.254387548,0.046895981
1.257892469,0.047042267
1.259897684,0.047105356
1.262894694,0.047292255
1.265898912,0.047417644
1.268400024,0.047542638
1.27140184,0.04768853
1.273902952,0.047813524
1.275402658,0.047896721
1.277400665,0.048021321
1.279401074,0.048125417
1.282910801,0.048230696
1.28416376,0.048272689
1.287167978,0.048398078
1.28991824,0.048543772
1.291916247,0.048668372
1.294163403,0.048813673
1.29792228,0.048939653
1.301432007,0.049044931
1.303178461,0.049169334
1.307440443,0.049295708
1.309943958,0.049400198
1.312449876,0.049484185
1.316208753,0.049610165
1.318463118,0.049693954
1.320463527,0.04979805
1.323719298,0.049923635
1.32547296,0.049986527
1.327475772,0.050070119
1.329478584,0.050153711
1.331232246,0.050216602
1.332983505,0.050299997
1.33498872,0.050363086
1.337988133,0.050529482
1.339732184,0.050674388
1.341986549,0.050758177
1.343735405,0.050862076
1.344732005,0.05094488
1.346976759,0.051110684
1.349477872,0.051235678
1.351734639,0.051298964
1.354484902,0.051444659
1.356480505,0.051589762
1.358476109,0.051734865
1.35947271,0.051817669
1.36096761,0.051941874
1.36321717,0.052066671
1.363957412,0.052190285
1.366451316,0.052376791
1.367447916,0.052459594
1.36894522,0.052563296
1.370696479,0.052646691
1.372438127,0.052812101
1.373925819,0.052997818
1.374920017,0.053101125
1.376918023,0.053225725
1.379661078,0.053432931
1.382152579,0.05363994
1.383645077,0.053784649
1.384641677,0.053867452
1.386637281,0.054012556
1.387880629,0.054136564
1.389869024,0.054343179
1.391610672,0.054508589
1.392851617,0.054653101
1.395103579,0.054757394
1.397851439,0.054923593
1.399341534,0.055088806
1.400831629,0.055254018
1.402829636,0.055378618
1.404818031,0.055585233
1.406559679,0.055750643
1.40855288,0.05591625
1.410550887,0.05604085
1.41229734,0.056165252
1.413291538,0.05626856
1.415272725,0.056536686
1.417778643,0.056620672
1.419520291,0.056786082
1.421266744,0.056910485
1.422505287,0.057075501
1.423492276,0.057240319
1.425741835,0.057365116
1.427986589,0.05753092
1.42898319,0.057613724
1.431230346,0.057759025
1.433477503,0.057904325
1.434970001,0.058049034
1.435468301,0.058090436
1.437456696,0.058297051
1.439195942,0.058482965
1.440686037,0.058648177
1.44243249,0.05877258
1.444181347,0.058876479
1.445424695,0.059000487
1.447420298,0.059145591
1.448663646,0.059269599
1.450656847,0.059435206
1.451150342,0.059517615
1.453900604,0.05966331
1.455891402,0.059849421
1.457884603,0.060015028
1.459880207,0.060160132
1.461375108,0.060284337
1.462877217,0.060347031
1.46462367,0.060471434
1.465615465,0.060595245
1.467860219,0.060761049
1.469103567,0.060885058
1.471096768,0.061050665
1.47334873,0.061154958
1.475842634,0.061341463
1.478343746,0.061466457
1.481848667,0.061612744
1.483597524,0.061716642
1.486093831,0.061882644
1.487339581,0.061986148
1.489093243,0.06204904
1.492339403,0.06225664
1.494332604,0.062422247
1.496074252,0.062587657
1.498565753,0.062794666
1.500060654,0.062918872
1.503060066,0.063085268
1.504811326,0.063168663
1.507822752,0.06323254
1.51184039,0.063297205
1.514336697,0.063463207
1.516073539,0.063669624
1.517812785,0.063855538
1.520553436,0.064083248
1.521806395,0.064125241
1.52505736,0.064291834
1.526811022,0.064354726
1.529563687,0.064479917
1.530814243,0.064542414
1.533818462,0.064667802
1.53682268,0.06479319
1.53682268,0.06479319
1.538827895,0.064856279
1.54309228,0.064962149
1.544093686,0.065003945
1.547593802,0.065191239
1.55034887,0.065295926
1.551850979,0.065358621
1.552351682,0.065379519
1.555609855,0.0654846
1.5563525,0.065587711
1.55986463,0.065672486
1.561869845,0.065735574
1.562363339,0.065817983
1.564864451,0.065942977
1.568125028,0.066027555
1.571143663,0.066029921
1.573654386,0.0660729
1.576907755,0.066218989
1.580161123,0.066365079
1.582154324,0.066530686
1.584662644,0.066594169
1.586917009,0.066677958
1.588917419,0.066782054
1.590671081,0.066844945
1.594439568,0.06688891
1.596442381,0.066972502
1.598696746,0.067056292
1.601456619,0.067119972
1.603461834,0.06718306
1.605718602,0.067246346
1.607728622,0.067268427
1.60998539,0.067331712
1.613248369,0.067395786
1.616010646,0.067438963
1.617519963,0.067440145
1.620028284,0.067503628
1.621535198,0.067525315
1.623037307,0.067588009
1.624544222,0.067609696
1.627062154,0.067591163
1.629570474,0.067654646
1.631077389,0.067676333
1.633334157,0.067739618
1.635849686,0.06774159
1.637866915,0.06770216
1.641645014,0.067664109
1.644160543,0.067666081
1.644915201,0.067666672
1.647174372,0.067709454
1.649687498,0.06773193
1.65170713,0.067671996
1.65421545,0.067735478
1.656723771,0.067798961
1.659234494,0.06784194
1.660233498,0.06790424
1.662487863,0.067988029
1.663240118,0.068009124
1.666757054,0.068052892
1.670020033,0.068116966
1.673287818,0.068140033
1.675043883,0.068182421
1.677049097,0.068245509
1.678807565,0.068267393
1.68180938,0.068413285
1.681811783,0.068392781
1.683807387,0.068537885
1.687573472,0.068602353
1.689585895,0.06860393
1.692858486,0.06858599
1.694870909,0.068587567
1.696883332,0.068589144
1.698895755,0.068590721
1.702165943,0.068593284
1.705939236,0.068596241
1.70795166,0.068597819
1.710967892,0.068620688
1.711217042,0.068641389
1.713227062,0.06866347
1.716499653,0.068645529
1.720021393,0.068648289
1.721530711,0.068649472
1.72404624,0.068651444
1.726561769,0.068653415
1.728325042,0.068634292
1.731094526,0.068615957
1.733859206,0.068638629
1.736626287,0.068640798
1.738133202,0.068662484
1.740641523,0.068725967
1.742641932,0.068830063
1.745650956,0.068914444
1.748401218,0.069060139
1.750650778,0.069184936
1.751901334,0.069247433
1.754155699,0.069331222
1.75589975,0.069476128
1.758149309,0.069600925
1.759900568,0.06968432
1.760401271,0.069705218
1.7629168,0.06970719
1.765429926,0.069729665
1.768443756,0.069773038
1.769953073,0.069774221
1.77146239,0.069775404
1.773477216,0.069756478
1.775247698,0.069675843
1.777010971,0.069656719
1.778021988,0.0696165
1.781548534,0.069578253
1.78205164,0.069578647
1.785063066,0.069642524
1.78808891,0.069583379
1.790853589,0.069606051
1.793625476,0.069567212
1.796658528,0.069446556
1.798682965,0.069345614
1.800201893,0.069264782
1.801972375,0.069184147
1.804499918,0.0690836
1.808273211,0.069086557
1.810285634,0.069088134
1.812549611,0.069089909
1.815568245,0.069092274
1.817329116,0.069093654
1.820855662,0.069055407
1.823371191,0.069057379
1.826892931,0.069060139
1.828402249,0.069061322
1.830663822,0.0690836
1.833423696,0.06914728
1.836689078,0.06919085
1.838694293,0.069253939
1.841954869,0.069338517
1.843950473,0.06948362
1.846703138,0.069608811
1.849709759,0.069713696
1.853238708,0.069654945
1.855512295,0.069574704
1.85753433,0.069494266
1.86005947,0.069414223
1.861832354,0.069313084
1.865102542,0.069315647
1.867618071,0.069317618
1.870639108,0.069299481
1.873657743,0.069301846
1.875169463,0.069282526
1.877184289,0.069263599
1.880205327,0.069245461
1.882474109,0.069206228
1.88524119,0.069208397
1.887766331,0.069128353
1.888774945,0.069108638
1.890303485,0.068945791
1.892840639,0.068763229
1.893576075,0.06892785
1.897344563,0.068971815
1.899845675,0.069096809
1.901596935,0.069180204
1.903848897,0.069284497
1.905338992,0.06944971
1.906577534,0.069614726
1.908577943,0.069718822
1.910822697,0.069884626
1.913817304,0.070092029
1.916821522,0.070217418
1.918311617,0.07038263
1.92031443,0.070466223
1.923067095,0.070591414
1.924552384,0.070797634
1.927305049,0.070922825
1.929559414,0.071006615
1.931808974,0.071131412
1.934295669,0.071379428
1.935539017,0.071503436
1.938032921,0.071689942
1.940787989,0.071794629
1.944048566,0.071879207
1.946310139,0.071901485
1.949079624,0.07188315
1.950840494,0.07188453
1.953118887,0.071763282
1.956650239,0.071684027
1.959678485,0.071604378
1.962203625,0.071524334
1.964973109,0.071505999
1.966238082,0.071445474
1.968255311,0.071406044
1.970270137,0.071387117
1.971781857,0.071367796
1.975059253,0.071308848
1.977838349,0.071208498
1.980607834,0.071190163
1.983374916,0.071192331
1.986903865,0.07113358
1.989419394,0.071135552
1.991939728,0.071096516
1.994716421,0.071016669
1.998238162,0.07101943
2.000758496,0.070980394
2.002519367,0.070981774
2.005039701,0.070942738
2.00705693,0.070903307
2.010835029,0.070865257
2.012849855,0.070846331
2.016623149,0.070849288
2.019651395,0.070769639
2.022420879,0.070751304
2.024936408,0.070753275
2.027202787,0.070734546
2.02921521,0.070736123
2.03174035,0.07065608
2.034004327,0.070657854
2.0357676,0.07063873
2.039037787,0.070641293
2.040798658,0.070642673
2.043065037,0.070623944
2.046086074,0.070605806
2.047849347,0.070586682
2.049361067,0.070567361
2.052130552,0.070549026
2.054900037,0.070530691
2.056665713,0.070491064
2.058426583,0.070492444
2.061447621,0.070474306
2.063711597,0.07047608
2.065472467,0.07047746
2.06773404,0.070499738
2.070501122,0.070501907
2.072760293,0.070544689
2.073766504,0.070545478
2.076528781,0.070588654
2.078040501,0.070569333
2.080800374,0.070633013
2.083572262,0.070594174
2.085591893,0.07053424
2.087108419,0.070473912
2.089123245,0.070454985
2.090886518,0.070435861
2.093907556,0.070417723
2.096176338,0.07037849
2.098691867,0.070380462
2.100701887,0.070402543
2.103219819,0.070384011
2.105735348,0.070385982
2.107244665,0.070387165
2.109005535,0.070388545
2.112021767,0.070411415
2.114031788,0.070433496
2.117057631,0.07037435
2.120069057,0.070438227
2.123087692,0.070440593
2.126103924,0.070463463
2.128116348,0.07046504
2.130639085,0.0704055
2.132150805,0.070386179
2.135674948,0.070368436
2.137189071,0.070328611
2.138451641,0.070288589
2.141223529,0.07024975
2.142735249,0.07023043
2.14625699,0.07023319
2.148767713,0.070276169
2.151283242,0.07027814
2.154297071,0.070321514
2.157064153,0.070323682
2.160329535,0.070367253
2.161838853,0.070368436
2.164857488,0.070370801
2.167876122,0.070373167
2.16938544,0.07037435
2.170899563,0.070334526
2.172662836,0.070315402
2.175429918,0.070317571
2.177943044,0.070340046
2.179953065,0.070362127
2.182461385,0.070425609
2.184972109,0.070468589
2.185475214,0.070468983
2.189495255,0.070513145
2.191752023,0.07057643
2.194761047,0.070660811
2.197269367,0.070724294
2.200026838,0.070808478
2.201785306,0.070830361
2.204796732,0.070894238
2.207554203,0.070978422
2.211066332,0.071063197
2.212827203,0.071064577
2.215086373,0.071107359
2.217098796,0.071108936
2.219116025,0.071069506
2.221384807,0.071030273
2.224151889,0.071032442
2.226423073,0.070972705
2.228186346,0.070953581
2.229451319,0.070893056
2.231969251,0.070874523
2.234482377,0.070896999
2.237239848,0.070981182
2.238241254,0.071022978
2.239743363,0.071085672
2.242242072,0.07123117
2.245749396,0.071356953
2.247258714,0.071358136
2.249774243,0.071360107
2.253046833,0.071342166
2.256072676,0.071283021
2.258341458,0.071243788
2.261609243,0.071266855
2.264879431,0.071269418
2.26714581,0.071250688
2.270672356,0.071212441
2.272687182,0.071193514
2.275202711,0.071195486
2.276963581,0.071196866
2.278729257,0.071157238
2.28250255,0.071160196
2.284764124,0.071182474
2.28727725,0.071204949
2.289792779,0.071206921
2.292816219,0.071168279
2.29583966,0.071129637
2.297864097,0.071028696
2.299385428,0.07092736
2.300897148,0.070908039
2.302677241,0.070745389
2.304953231,0.070644645
2.30773473,0.070523791
2.31202074,0.070445127
2.315046583,0.070385982
2.316563109,0.070325654
2.318827085,0.070327428
2.320839508,0.070329005
2.323355037,0.070330977
2.325619013,0.070332751
2.327633839,0.070313825
2.33039131,0.070398008
2.333160795,0.070379673
2.336174624,0.070423047
2.337935494,0.070424427
2.34019947,0.070426201
2.343227716,0.070346552
2.344492689,0.070286026
2.346016423,0.070164187
2.348790714,0.070104844
2.350309642,0.070024012
2.353333082,0.06998537
2.3548424,0.069986553
2.356351717,0.069987736
2.358112588,0.069989116
2.360122608,0.070011197
2.362384181,0.070033475
2.364904516,0.069994439
2.367170895,0.06997571
2.369437274,0.069956981
2.371440086,0.070040573
2.373186539,0.070164975
2.375436099,0.070289772
2.377937211,0.070414766
2.380699487,0.070457942
2.382970672,0.070398205
2.387002727,0.070339849
2.389525464,0.070280309
2.390531676,0.070281098
2.392053007,0.070179762
2.393823488,0.070099127
2.395090864,0.070018097
2.397369257,0.069896849
2.399130127,0.069898229
2.402400315,0.069900792
2.404908635,0.069964275
2.407419359,0.070007254
2.40992768,0.070070737
2.412438403,0.070113716
2.416956744,0.07019928
2.419951351,0.070406683
2.422718433,0.070408852
2.424987215,0.070369618
2.426757696,0.070288984
2.429026478,0.07024975
2.432061932,0.07010859
2.435348939,0.069967627
2.437109809,0.069969007
2.438633544,0.069847167
2.442152881,0.069870431
2.444927172,0.069811088
2.447687045,0.069874768
2.449447915,0.069876148
2.451963444,0.06987812
2.453700287,0.070084538
2.454692082,0.070208349
2.458206614,0.07027262
2.461225249,0.070274986
2.464239078,0.070318359
2.468261522,0.070342017
2.470779454,0.070323485
2.472288771,0.070324668
2.475307406,0.070327034
2.479337058,0.070289181
2.48084157,0.070331371
