KC-OPX-hem_1,
1.6561,0.34014
1.6566,0.3396
1.6571,0.33934
1.6577,0.33931
1.6582,0.33911
1.6587,0.3387
1.6593,0.33828
1.6598,0.33795
1.6603,0.33789
1.6609,0.3381
1.6614,0.33812
1.6619,0.33781
1.6625,0.33754
1.663,0.33734
1.6635,0.33707
1.6641,0.3368
1.6646,0.33662
1.6651,0.33653
1.6657,0.33648
1.6662,0.33628
1.6667,0.3359
1.6673,0.33554
1.6678,0.33538
1.6683,0.33529
1.6689,0.33506
1.6694,0.33472
1.67,0.33455
1.6705,0.33451
1.671,0.33432
1.6716,0.33402
1.6721,0.33385
1.6726,0.33372
1.6732,0.33353
1.6737,0.33342
1.6743,0.33331
1.6748,0.33309
1.6753,0.33294
1.6759,0.33291
1.6764,0.33282
1.677,0.33258
1.6775,0.3323
1.6781,0.33214
1.6786,0.332
1.6791,0.33176
1.6797,0.33143
1.6802,0.33107
1.6808,0.33076
1.6813,0.33053
1.6819,0.33023
1.6824,0.32989
1.683,0.32988
1.6835,0.33012
1.6841,0.33011
1.6846,0.32981
1.6851,0.32954
1.6857,0.32935
1.6862,0.32905
1.6868,0.32853
1.6873,0.32795
1.6879,0.32763
1.6884,0.32765
1.689,0.32775
1.6895,0.32766
1.6901,0.32737
1.6906,0.32705
1.6912,0.32687
1.6917,0.32691
1.6923,0.327
1.6929,0.32689
1.6934,0.32668
1.694,0.32662
1.6945,0.32661
1.6951,0.32648
1.6956,0.32626
1.6962,0.32593
1.6967,0.3256
1.6973,0.32555
1.6978,0.32568
1.6984,0.32554
1.699,0.32515
1.6995,0.32494
1.7001,0.32492
1.7006,0.32494
1.7012,0.32499
1.7017,0.32489
1.7023,0.3246
1.7029,0.32432
1.7034,0.32404
1.704,0.32365
1.7045,0.32325
1.7051,0.32301
1.7057,0.32291
1.7062,0.32278
1.7068,0.32255
1.7073,0.32231
1.7079,0.3221
1.7085,0.32174
1.709,0.32128
1.7096,0.32113
1.7102,0.32122
1.7107,0.32121
1.7113,0.32125
1.7119,0.32146
1.7124,0.32152
1.713,0.32126
1.7135,0.32088
1.7141,0.32052
1.7147,0.32022
1.7153,0.3201
1.7158,0.32016
1.7164,0.3202
1.717,0.32006
1.7175,0.31981
1.7181,0.31962
1.7187,0.3196
1.7192,0.31963
1.7198,0.31936
1.7204,0.31885
1.7209,0.31855
1.7215,0.31854
1.7221,0.31848
1.7227,0.3184
1.7232,0.31849
1.7238,0.31848
1.7244,0.31811
1.725,0.31767
1.7255,0.31746
1.7261,0.31735
1.7267,0.31718
1.7272,0.31708
1.7278,0.31713
1.7284,0.31716
1.729,0.31702
1.7296,0.31669
1.7301,0.31627
1.7307,0.31607
1.7313,0.31618
1.7319,0.31622
1.7324,0.316
1.733,0.31577
1.7336,0.31555
1.7342,0.31526
1.7348,0.31509
1.7353,0.31505
1.7359,0.31491
1.7365,0.31469
1.7371,0.3144
1.7377,0.31414
1.7383,0.31412
1.7388,0.31413
1.7394,0.31391
1.74,0.31371
1.7406,0.31373
1.7412,0.31365
1.7418,0.31338
1.7423,0.31318
1.7429,0.31316
1.7435,0.3132
1.7441,0.31311
1.7447,0.31281
1.7453,0.31241
1.7459,0.31218
1.7464,0.31225
1.747,0.31232
1.7476,0.31222
1.7482,0.31208
1.7488,0.3119
1.7494,0.31164
1.75,0.31155
1.7506,0.31156
1.7512,0.31134
1.7518,0.31102
1.7524,0.31088
1.7529,0.31084
1.7535,0.31086
1.7541,0.31088
1.7547,0.31069
1.7553,0.31052
1.7559,0.31059
1.7565,0.31067
1.7571,0.31056
1.7577,0.3103
1.7583,0.30996
1.7589,0.30975
1.7595,0.3097
1.7601,0.3096
1.7607,0.30944
1.7613,0.30937
1.7619,0.30929
1.7625,0.3091
1.7631,0.30891
1.7637,0.30886
1.7643,0.30898
1.7649,0.30906
1.7655,0.30881
1.7661,0.30843
1.7667,0.30825
1.7673,0.3082
1.7679,0.30819
1.7685,0.30831
1.7691,0.30844
1.7697,0.30832
1.7703,0.30794
1.7709,0.30767
1.7715,0.30771
1.7721,0.30771
1.7727,0.30748
1.7733,0.30736
1.7739,0.30737
1.7745,0.30726
1.7751,0.3072
1.7758,0.30732
1.7764,0.30738
1.777,0.30739
1.7776,0.30749
1.7782,0.30751
1.7788,0.30731
1.7794,0.30699
1.78,0.30683
1.7806,0.3068
1.7812,0.30673
1.7819,0.3066
1.7825,0.30647
1.7831,0.30624
1.7837,0.30588
1.7843,0.3058
1.7849,0.30608
1.7855,0.30629
1.7862,0.3062
1.7868,0.30597
1.7874,0.30575
1.788,0.30562
1.7886,0.30556
1.7892,0.30558
1.7899,0.30569
1.7905,0.30578
1.7911,0.30577
1.7917,0.30575
1.7923,0.30577
1.7929,0.30582
1.7936,0.30579
1.7942,0.3056
1.7948,0.30549
1.7954,0.30556
1.7961,0.30551
1.7967,0.30529
1.7973,0.30514
1.7979,0.30502
1.7985,0.3048
1.7992,0.3047
1.7998,0.30486
1.8004,0.30508
1.801,0.30512
1.8017,0.30494
1.8023,0.30471
1.8029,0.30463
1.8036,0.30473
1.8042,0.3049
1.8048,0.305
1.8054,0.3049
1.8061,0.30482
1.8067,0.30496
1.8073,0.30508
1.808,0.30501
1.8086,0.30486
1.8092,0.30469
1.8098,0.30445
1.8105,0.3043
1.8111,0.30448
1.8117,0.30483
1.8124,0.30492
1.813,0.30476
1.8136,0.30466
1.8143,0.30468
1.8149,0.30466
1.8155,0.30456
1.8162,0.30442
1.8168,0.30425
1.8175,0.30405
1.8181,0.30399
1.8187,0.30426
1.8194,0.30477
1.82,0.30511
1.8206,0.30498
1.8213,0.30472
1.8219,0.30453
1.8226,0.30423
1.8232,0.30395
1.8238,0.30403
1.8245,0.30432
1.8251,0.30458
1.8258,0.30474
1.8264,0.30468
1.8271,0.30431
1.8277,0.30396
1.8284,0.30396
1.829,0.30404
1.8296,0.30386
1.8303,0.3036
1.8309,0.30361
1.8316,0.3038
1.8322,0.30384
1.8329,0.3036
1.8335,0.30328
1.8342,0.30316
1.8348,0.30331
1.8355,0.30347
1.8361,0.30336
1.8368,0.30306
1.8374,0.30288
1.8381,0.3029
1.8387,0.30299
1.8394,0.30302
1.84,0.30299
1.8407,0.30298
1.8413,0.30309
1.842,0.30319
1.8426,0.30312
1.8433,0.30292
1.844,0.30264
1.8446,0.30238
1.8453,0.30229
1.8459,0.3024
1.8466,0.30264
1.8472,0.30288
1.8479,0.30293
1.8486,0.30276
1.8492,0.30257
1.8499,0.30255
1.8505,0.30276
1.8512,0.30323
1.8519,0.30372
1.8525,0.30397
1.8532,0.30393
1.8538,0.30369
1.8545,0.30339
1.8552,0.30332
1.8558,0.30354
1.8565,0.3038
1.8572,0.30379
1.8578,0.30362
1.8585,0.30358
1.8592,0.30377
1.8598,0.30401
1.8605,0.30411
1.8612,0.30407
1.8618,0.30392
1.8625,0.30376
1.8632,0.3038
1.8638,0.30406
1.8645,0.30433
1.8652,0.30434
1.8659,0.3042
1.8665,0.30423
1.8672,0.30441
1.8679,0.30451
1.8685,0.30445
1.8692,0.30442
1.8699,0.30466
1.8706,0.3051
1.8712,0.30542
1.8719,0.30553
1.8726,0.30564
1.8733,0.30579
1.8739,0.3059
1.8746,0.30596
1.8753,0.30606
1.876,0.30623
1.8767,0.30635
1.8773,0.30635
1.878,0.30623
1.8787,0.30608
1.8794,0.30609
1.8801,0.30623
1.8807,0.30622
1.8814,0.30593
1.8821,0.30579
1.8828,0.30603
1.8835,0.3063
1.8842,0.30637
1.8848,0.30635
1.8855,0.3065
1.8862,0.30686
1.8869,0.3071
1.8876,0.30702
1.8883,0.30692
1.889,0.30699
1.8897,0.30704
1.8903,0.30701
1.891,0.30697
1.8917,0.30697
1.8924,0.30697
1.8931,0.30685
1.8938,0.30674
1.8945,0.30688
1.8952,0.30712
1.8959,0.30727
1.8966,0.30747
1.8973,0.30777
1.898,0.30812
1.8986,0.30855
1.8993,0.30891
1.9,0.30897
1.9007,0.30875
1.9014,0.30859
1.9021,0.30878
1.9028,0.30913
1.9035,0.30933
1.9042,0.30947
1.9049,0.30962
1.9056,0.30962
1.9063,0.30958
1.907,0.30968
1.9077,0.30987
1.9084,0.31006
1.9091,0.31027
1.9098,0.31051
1.9105,0.31086
1.9112,0.31123
1.9119,0.31141
1.9127,0.31162
1.9134,0.31197
1.9141,0.3121
1.9148,0.31207
1.9155,0.31217
1.9162,0.31239
1.9169,0.3126
1.9176,0.31288
1.9183,0.31312
1.919,0.31334
1.9197,0.31364
1.9204,0.31387
1.9212,0.31393
1.9219,0.31397
1.9226,0.31408
1.9233,0.31423
1.924,0.31437
1.9247,0.31471
1.9254,0.31525
1.9262,0.3157
1.9269,0.31595
1.9276,0.3162
1.9283,0.3163
1.929,0.31614
1.9297,0.31608
1.9305,0.31624
1.9312,0.31641
1.9319,0.31656
1.9326,0.31673
1.9333,0.31691
1.9341,0.31696
1.9348,0.31693
1.9355,0.3171
1.9362,0.31756
1.9369,0.31794
1.9377,0.31801
1.9384,0.318
1.9391,0.3181
1.9398,0.31816
1.9406,0.31805
1.9413,0.31805
1.942,0.31845
1.9428,0.319
1.9435,0.31928
1.9442,0.31925
1.9449,0.31937
1.9457,0.31971
1.9464,0.31997
1.9471,0.32022
1.9479,0.32064
1.9486,0.32106
1.9493,0.32131
1.9501,0.32151
1.9508,0.32167
1.9515,0.32188
1.9523,0.3223
1.953,0.3228
1.9537,0.32306
1.9545,0.3231
1.9552,0.32318
1.9559,0.32348
1.9567,0.32385
1.9574,0.32402
1.9582,0.32397
1.9589,0.32399
1.9596,0.32415
1.9604,0.32428
1.9611,0.32446
1.9619,0.32476
1.9626,0.32505
1.9633,0.32544
1.9641,0.3259
1.9648,0.32624
1.9656,0.32641
1.9663,0.32642
1.9671,0.32636
1.9678,0.32651
1.9686,0.32692
1.9693,0.32729
1.9701,0.32742
1.9708,0.32746
1.9716,0.32767
1.9723,0.32809
1.9731,0.32853
1.9738,0.32884
1.9746,0.32899
1.9753,0.32909
1.9761,0.32927
1.9768,0.32957
1.9776,0.32978
1.9783,0.32997
1.9791,0.33029
1.9798,0.33076
1.9806,0.33132
1.9814,0.33182
1.9821,0.33216
1.9829,0.33255
1.9836,0.33302
1.9844,0.33334
1.9851,0.33357
1.9859,0.33398
1.9867,0.33438
1.9874,0.33444
1.9882,0.33444
1.989,0.33478
1.9897,0.33538
1.9905,0.3359
1.9912,0.33623
1.992,0.33642
1.9928,0.33647
1.9935,0.33649
1.9943,0.33668
1.9951,0.33712
1.9958,0.33763
1.9966,0.33806
1.9974,0.33843
1.9982,0.33893
1.9989,0.33946
1.9997,0.33966
2.0005,0.3397
2.0012,0.33999
2.002,0.34042
2.0028,0.34067
2.0036,0.34083
2.0043,0.34108
2.0051,0.34147
2.0059,0.34195
2.0067,0.34243
2.0074,0.34286
2.0082,0.34323
2.009,0.34356
2.0098,0.34396
2.0105,0.34435
2.0113,0.34448
2.0121,0.34441
2.0129,0.34448
2.0137,0.34479
2.0145,0.3453
2.0152,0.3459
2.016,0.34637
2.0168,0.34672
2.0176,0.34711
2.0184,0.34749
2.0192,0.34774
2.0199,0.34795
2.0207,0.34823
2.0215,0.34853
2.0223,0.34887
2.0231,0.34924
2.0239,0.34954
2.0247,0.34978
2.0255,0.34996
2.0263,0.35028
2.0271,0.35083
2.0278,0.3513
2.0286,0.3515
2.0294,0.35179
2.0302,0.35232
2.031,0.35282
2.0318,0.35324
2.0326,0.35381
2.0334,0.35438
2.0342,0.3548
2.035,0.35514
2.0358,0.35552
2.0366,0.35593
2.0374,0.35639
2.0382,0.35688
2.039,0.35743
2.0398,0.35793
2.0406,0.35824
2.0414,0.35853
2.0422,0.35898
2.043,0.35942
2.0438,0.35968
2.0446,0.35987
2.0454,0.36027
2.0463,0.36094
2.0471,0.36162
2.0479,0.36208
2.0487,0.36245
2.0495,0.36285
2.0503,0.36315
2.0511,0.36348
2.0519,0.36393
2.0527,0.36433
2.0535,0.36467
2.0544,0.36524
2.0552,0.36584
2.056,0.36637
2.0568,0.36703
2.0576,0.36788
2.0584,0.36859
2.0593,0.36912
2.0601,0.36957
2.0609,0.37
2.0617,0.37042
2.0625,0.37098
2.0634,0.37158
2.0642,0.37195
2.065,0.3722
2.0658,0.37277
2.0666,0.37362
2.0675,0.37416
2.0683,0.37436
2.0691,0.3746
2.0699,0.37492
2.0708,0.37539
2.0716,0.37592
2.0724,0.37638
2.0733,0.37677
2.0741,0.37713
2.0749,0.3773
2.0757,0.37745
2.0766,0.37803
2.0774,0.37882
2.0782,0.37938
2.0791,0.37978
2.0799,0.38027
2.0807,0.38091
2.0816,0.3816
2.0824,0.3822
2.0832,0.38264
2.0841,0.38308
2.0849,0.38364
2.0858,0.38422
2.0866,0.38478
2.0874,0.38528
2.0883,0.38569
2.0891,0.38603
2.09,0.38635
2.0908,0.38672
2.0917,0.38726
2.0925,0.38796
2.0933,0.38868
2.0942,0.38919
2.095,0.38951
2.0959,0.38981
2.0967,0.39014
2.0976,0.39057
2.0984,0.39114
2.0993,0.39185
2.1001,0.3925
2.101,0.39293
2.1018,0.39327
2.1027,0.39382
2.1035,0.39436
2.1044,0.39482
2.1052,0.39536
2.1061,0.39596
2.1069,0.39657
2.1078,0.39721
2.1087,0.39787
2.1095,0.39848
2.1104,0.39906
2.1112,0.39969
2.1121,0.40038
2.113,0.40101
2.1138,0.4016
2.1147,0.40207
2.1155,0.40245
2.1164,0.40306
2.1173,0.40395
2.1181,0.40472
2.119,0.40539
2.1199,0.40619
2.1207,0.40715
2.1216,0.40785
2.1225,0.40823
2.1233,0.40857
2.1242,0.40919
2.1251,0.41017
2.126,0.411
2.1268,0.41136
2.1277,0.41145
2.1286,0.41189
2.1294,0.41261
2.1303,0.41329
2.1312,0.41393
2.1321,0.41451
2.133,0.41511
2.1338,0.41566
2.1347,0.41621
2.1356,0.41678
2.1365,0.41733
2.1373,0.41791
2.1382,0.41867
2.1391,0.41952
2.14,0.42016
2.1409,0.4206
2.1418,0.4212
2.1426,0.42192
2.1435,0.42252
2.1444,0.42318
2.1453,0.4241
2.1462,0.42497
2.1471,0.42537
2.148,0.42552
2.1489,0.42574
2.1498,0.42636
2.1506,0.42711
2.1515,0.42768
2.1524,0.42816
2.1533,0.42872
2.1542,0.42923
2.1551,0.4297
2.156,0.43031
2.1569,0.43111
2.1578,0.43171
2.1587,0.43218
2.1596,0.4329
2.1605,0.43367
2.1614,0.43419
2.1623,0.43442
2.1632,0.43453
2.1641,0.43493
2.165,0.43561
2.1659,0.43641
2.1668,0.43702
2.1677,0.43755
2.1686,0.43789
2.1695,0.43815
2.1704,0.43857
2.1714,0.43911
2.1723,0.43976
2.1732,0.44061
2.1741,0.4414
2.175,0.442
2.1759,0.44269
2.1768,0.44348
2.1777,0.44405
2.1787,0.44438
2.1796,0.44462
2.1805,0.44499
2.1814,0.44561
2.1823,0.44628
2.1832,0.44688
2.1842,0.4476
2.1851,0.44853
2.186,0.44933
2.1869,0.45005
2.1878,0.45051
2.1888,0.4508
2.1897,0.45111
2.1906,0.45153
2.1916,0.45196
2.1925,0.45236
2.1934,0.45264
2.1943,0.45288
2.1953,0.45338
2.1962,0.45411
2.1971,0.45479
2.1981,0.45546
2.199,0.45635
2.1999,0.4573
2.2008,0.45781
2.2018,0.45797
2.2027,0.45829
2.2037,0.45876
2.2046,0.45923
2.2055,0.45969
2.2065,0.4602
2.2074,0.46077
2.2083,0.46144
2.2093,0.46216
2.2102,0.46291
2.2112,0.46363
2.2121,0.46419
2.2131,0.46451
2.214,0.46468
2.215,0.46501
2.2159,0.46548
2.2168,0.46609
2.2178,0.46676
2.2187,0.46754
2.2197,0.4682
2.2206,0.46858
2.2216,0.46884
2.2225,0.46923
2.2235,0.46976
2.2245,0.47025
2.2254,0.47066
2.2264,0.4711
2.2273,0.47168
2.2283,0.47232
2.2292,0.47283
2.2302,0.47313
2.2312,0.47344
2.2321,0.47389
2.2331,0.4745
2.234,0.47514
2.235,0.47576
2.236,0.47619
2.2369,0.4763
2.2379,0.47625
2.2389,0.47644
2.2398,0.47695
2.2408,0.47746
2.2418,0.47766
2.2427,0.47756
2.2437,0.47753
2.2447,0.4777
2.2456,0.47796
2.2466,0.47826
2.2476,0.4788
2.2486,0.47949
2.2495,0.48003
2.2505,0.48043
2.2515,0.48092
2.2525,0.48142
2.2535,0.48189
2.2544,0.48265
2.2554,0.48365
2.2564,0.48454
2.2574,0.48525
2.2584,0.48589
2.2593,0.48646
2.2603,0.48685
2.2613,0.4871
2.2623,0.48734
2.2633,0.48778
2.2643,0.4884
2.2653,0.48909
2.2663,0.48969
2.2672,0.49015
2.2682,0.4907
2.2692,0.49146
2.2702,0.49192
2.2712,0.49203
2.2722,0.49214
2.2732,0.49233
2.2742,0.49249
2.2752,0.49285
2.2762,0.49337
2.2772,0.49363
2.2782,0.49366
2.2792,0.49386
2.2802,0.49412
2.2812,0.49431
2.2822,0.49426
2.2832,0.49404
2.2842,0.49398
2.2852,0.49433
2.2862,0.49458
2.2873,0.49441
2.2883,0.4938
2.2893,0.49305
2.2903,0.49274
2.2913,0.4929
2.2923,0.49322
2.2933,0.49334
2.2943,0.49336
2.2954,0.49335
2.2964,0.49333
2.2974,0.49331
2.2984,0.49339
2.2994,0.49353
2.3004,0.49378
2.3015,0.49401
2.3025,0.49412
2.3035,0.49399
2.3045,0.49374
2.3056,0.49357
2.3066,0.49325
2.3076,0.49267
2.3086,0.49206
2.3097,0.4916
2.3107,0.49133
2.3117,0.49115
2.3128,0.49112
2.3138,0.49122
2.3148,0.49133
2.3159,0.49169
2.3169,0.49215
2.3179,0.49256
2.319,0.49279
2.32,0.49313
2.321,0.49354
2.3221,0.49393
2.3231,0.49433
2.3242,0.49483
2.3252,0.49558
2.3262,0.49639
2.3273,0.49746
2.3283,0.49853
2.3294,0.49955
2.3304,0.50051
2.3315,0.50121
2.3325,0.5018
2.3336,0.50257
2.3346,0.50347
2.3357,0.50436
2.3367,0.50512
2.3378,0.50577
2.3388,0.5063
2.3399,0.50682
2.341,0.50733
2.342,0.50774
2.3431,0.50803
2.3441,0.5085
2.3452,0.50915
2.3462,0.50978
2.3473,0.5103
2.3484,0.51074
2.3494,0.51107
2.3505,0.51153
2.3516,0.51241
2.3526,0.51336
2.3537,0.51404
2.3548,0.51447
2.3558,0.51481
2.3569,0.5151
2.358,0.51546
2.3591,0.51587
2.3601,0.51635
2.3612,0.51661
2.3623,0.51699
2.3634,0.51758
2.3644,0.51828
2.3655,0.51872
2.3666,0.51876
2.3677,0.51884
2.3688,0.51906
2.3698,0.51916
2.3709,0.51914
2.372,0.51938
2.3731,0.51969
2.3742,0.51984
2.3753,0.51993
2.3764,0.52009
2.3774,0.52022
2.3785,0.52031
2.3796,0.5203
2.3807,0.5201
2.3818,0.51963
2.3829,0.51929
2.384,0.51938
2.3851,0.51964
2.3862,0.51996
2.3873,0.52036
2.3884,0.52058
2.3895,0.52058
2.3906,0.52074
2.3917,0.5212
2.3928,0.52165
2.3939,0.52175
2.395,0.5216
2.3961,0.5216
2.3972,0.52172
2.3983,0.52198
2.3994,0.52253
2.4006,0.52338
2.4017,0.52404
2.4028,0.5244
2.4039,0.52495
2.405,0.52592
2.4061,0.52663
2.4072,0.52713
2.4084,0.52769
2.4095,0.5282
2.4106,0.52858
2.4117,0.52885
2.4128,0.52904
2.414,0.52927
2.4151,0.5296
2.4162,0.52995
2.4173,0.53023
2.4185,0.53053
2.4196,0.53096
2.4207,0.53145
2.4219,0.53173
2.423,0.53181
2.4241,0.53164
2.4253,0.5314
2.4264,0.53155
2.4275,0.53176
2.4287,0.53194
2.4298,0.53218
2.4309,0.53233
2.4321,0.53226
2.4332,0.53212
2.4344,0.53185
2.4355,0.53198
2.4367,0.53228
2.4378,0.53236
2.4389,0.53235
2.4401,0.53231
2.4412,0.53232
2.4424,0.53248
2.4435,0.53288
2.4447,0.53306
2.4458,0.53303
2.447,0.53248
2.4482,0.53219
2.4493,0.53204
2.4505,0.53176
2.4516,0.53143
2.4528,0.53098
2.454,0.53122
2.4551,0.53158
2.4563,0.53155
2.4574,0.53145
2.4586,0.5315
2.4598,0.53155
2.4609,0.53158
2.4621,0.53153
2.4633,0.53135
2.4645,0.5314
2.4656,0.53146
2.4668,0.53187
2.468,0.53185
2.4691,0.53167
2.4703,0.53184
2.4715,0.53228
2.4727,0.53241
2.4739,0.53256
2.475,0.53217
2.4762,0.53172
2.4774,0.53215
2.4786,0.53256
2.4798,0.53231
2.481,0.53255
2.4821,0.53298
2.4833,0.53363
2.4845,0.53359
2.4857,0.53331
2.4869,0.53335
2.4881,0.53295
2.4893,0.53432
2.4905,0.53391
2.4917,0.53376
2.4929,0.53517
2.4929,0.53484
2.4941,0.5347
2.4953,0.5349
2.4965,0.53444
2.4977,0.53358
2.4989,0.53388
2.5001,0.53534
2.5013,0.53595
2.5025,0.53491
2.5037,0.53419
2.5049,0.53516
2.5061,0.53654
2.5074,0.53677
2.5086,0.53613
2.5098,0.53604
2.511,0.53679
2.5122,0.5367
2.5134,0.53543
2.5146,0.53522
2.5159,0.53651
2.5171,0.53735
2.5183,0.53771
2.5195,0.53861
2.5208,0.53917
2.522,0.53871
2.5232,0.5381
2.5244,0.53785
2.5257,0.53797
2.5269,0.53835
2.5281,0.53849
2.5294,0.5387
2.5306,0.53977
2.5318,0.54077
2.5331,0.54032
2.5343,0.53924
2.5356,0.53899
2.5368,0.53942
2.538,0.53979
2.5393,0.5398
2.5405,0.53928
2.5418,0.53851
2.543,0.53847
2.5443,0.5392
2.5455,0.53933
2.5468,0.5387
2.548,0.53877
2.5493,0.53966
2.5505,0.53999
2.5518,0.53981
2.553,0.54004
2.5543,0.54022
2.5555,0.53999
2.5568,0.54012
2.5581,0.54075
2.5593,0.54135
2.5606,0.54214
2.5619,0.543
2.5631,0.54293
2.5644,0.5418
2.5657,0.54101
2.5669,0.54187
2.5682,0.54371
2.5695,0.54445
2.5708,0.54397
2.572,0.54405
2.5733,0.54469
2.5746,0.5445
2.5759,0.54398
2.5771,0.54426
2.5784,0.54496
2.5797,0.54527
2.581,0.54488
2.5823,0.54417
2.5836,0.5437
2.5848,0.54339
2.5861,0.54333
2.5874,0.54412
2.5887,0.54494
2.59,0.54485
2.5913,0.54504
2.5926,0.54604
2.5939,0.5464
2.5952,0.54592
2.5965,0.54563
2.5978,0.54551
2.5991,0.54559
