KC-OPX-hm_0,
W,R
0.50012,0.31293
0.50031,0.32686
0.5005,0.32233
0.5007,0.30206
0.50089,0.28996
0.50108,0.28761
0.50128,0.28593
0.50147,0.2895
0.50166,0.30082
0.50186,0.31245
0.50205,0.3142
0.50225,0.30707
0.50244,0.29765
0.50264,0.28747
0.50283,0.28291
0.50303,0.28542
0.50322,0.28136
0.50342,0.27712
0.50361,0.28548
0.50381,0.2897
0.50401,0.28881
0.5042,0.29714
0.5044,0.30209
0.50459,0.29778
0.50479,0.29713
0.50499,0.29893
0.50518,0.29681
0.50538,0.29306
0.50558,0.2878
0.50577,0.28304
0.50597,0.2881
0.50617,0.30097
0.50637,0.30514
0.50657,0.30494
0.50676,0.30871
0.50696,0.30626
0.50716,0.30213
0.50736,0.29861
0.50756,0.28944
0.50776,0.28755
0.50795,0.29618
0.50815,0.30117
0.50835,0.29727
0.50855,0.2944
0.50875,0.29367
0.50895,0.28721
0.50915,0.2863
0.50935,0.29571
0.50955,0.30005
0.50975,0.30077
0.50995,0.3053
0.51015,0.30836
0.51035,0.30732
0.51056,0.30401
0.51076,0.30281
0.51096,0.30408
0.51116,0.30093
0.51136,0.30112
0.51156,0.31014
0.51177,0.30888
0.51197,0.29465
0.51217,0.28747
0.51237,0.29374
0.51257,0.30314
0.51278,0.30326
0.51298,0.29791
0.51318,0.29853
0.51339,0.29666
0.51359,0.29346
0.51379,0.29838
0.514,0.29833
0.5142,0.29836
0.51441,0.30515
0.51461,0.30722
0.51481,0.30192
0.51502,0.29308
0.51522,0.29244
0.51543,0.29739
0.51563,0.29934
0.51584,0.29996
0.51604,0.29805
0.51625,0.29408
0.51645,0.28676
0.51666,0.284
0.51687,0.29237
0.51707,0.30429
0.51728,0.30863
0.51749,0.30384
0.51769,0.30339
0.5179,0.30945
0.51811,0.31407
0.51831,0.31016
0.51852,0.30258
0.51873,0.3011
0.51894,0.30435
0.51914,0.31176
0.51935,0.31438
0.51956,0.3113
0.51977,0.30853
0.51998,0.3085
0.52018,0.3131
0.52039,0.31017
0.5206,0.30256
0.52081,0.2989
0.52102,0.29679
0.52123,0.29465
0.52144,0.29375
0.52165,0.29681
0.52186,0.29598
0.52207,0.2977
0.52228,0.30664
0.52249,0.3077
0.5227,0.30348
0.52291,0.30634
0.52312,0.31144
0.52333,0.30748
0.52355,0.30148
0.52376,0.30333
0.52397,0.30859
0.52418,0.3096
0.52439,0.30814
0.52461,0.3128
0.52482,0.31542
0.52503,0.31256
0.52524,0.31312
0.52546,0.30879
0.52567,0.29988
0.52588,0.30031
0.5261,0.30571
0.52631,0.30596
0.52652,0.30566
0.52674,0.30532
0.52695,0.30363
0.52717,0.30699
0.52738,0.30995
0.5276,0.30594
0.52781,0.30094
0.52802,0.29959
0.52824,0.30146
0.52846,0.3041
0.52867,0.30785
0.52889,0.31213
0.5291,0.3103
0.52932,0.30538
0.52953,0.30769
0.52975,0.31431
0.52997,0.31647
0.53018,0.3131
0.5304,0.31187
0.53062,0.31379
0.53084,0.31003
0.53105,0.3066
0.53127,0.30864
0.53149,0.30944
0.53171,0.3074
0.53192,0.30502
0.53214,0.30519
0.53236,0.30733
0.53258,0.31204
0.5328,0.31691
0.53302,0.31601
0.53324,0.3121
0.53346,0.30598
0.53368,0.30481
0.5339,0.30999
0.53412,0.30763
0.53434,0.30595
0.53456,0.3086
0.53478,0.30819
0.535,0.30817
0.53522,0.30428
0.53544,0.29946
0.53566,0.3026
0.53588,0.30915
0.5361,0.30854
0.53633,0.3039
0.53655,0.30441
0.53677,0.30464
0.53699,0.3054
0.53722,0.30821
0.53744,0.30723
0.53766,0.30566
0.53788,0.30571
0.53811,0.30654
0.53833,0.3076
0.53855,0.30791
0.53878,0.30737
0.539,0.30871
0.53923,0.31134
0.53945,0.31202
0.53968,0.31031
0.5399,0.30925
0.54013,0.315
0.54035,0.31908
0.54058,0.3159
0.5408,0.31299
0.54103,0.3132
0.54125,0.31477
0.54148,0.31251
0.54171,0.31277
0.54193,0.31661
0.54216,0.31747
0.54239,0.31859
0.54261,0.31841
0.54284,0.31785
0.54307,0.31556
0.54329,0.30964
0.54352,0.30711
0.54375,0.30898
0.54398,0.30841
0.54421,0.30577
0.54444,0.3063
0.54466,0.30697
0.54489,0.3101
0.54512,0.31246
0.54535,0.30878
0.54558,0.30791
0.54581,0.30929
0.54604,0.30982
0.54627,0.30992
0.5465,0.30959
0.54673,0.30972
0.54696,0.30973
0.54719,0.31071
0.54742,0.30994
0.54766,0.30947
0.54789,0.31032
0.54812,0.30922
0.54835,0.30883
0.54858,0.30989
0.54881,0.31116
0.54905,0.30862
0.54928,0.30593
0.54951,0.31068
0.54975,0.31389
0.54998,0.31084
0.55021,0.30968
0.55045,0.3105
0.55068,0.30918
0.55091,0.30742
0.55115,0.30613
0.55138,0.30705
0.55162,0.30905
0.55185,0.30822
0.55209,0.31004
0.55232,0.31365
0.55256,0.31304
0.55279,0.31143
0.55303,0.31337
0.55327,0.31627
0.5535,0.31239
0.55374,0.3081
0.55397,0.30832
0.55421,0.30854
0.55445,0.31124
0.55469,0.31229
0.55492,0.31171
0.55516,0.31249
0.5554,0.31141
0.55564,0.31144
0.55588,0.31094
0.55611,0.30949
0.55635,0.31159
0.55659,0.31436
0.55683,0.31409
0.55707,0.31284
0.55731,0.31138
0.55755,0.30898
0.55779,0.30814
0.55803,0.30851
0.55827,0.30955
0.55851,0.31094
0.55875,0.31166
0.55899,0.31277
0.55923,0.31336
0.55947,0.31286
0.55972,0.3134
0.55996,0.31656
0.5602,0.31751
0.56044,0.31511
0.56068,0.31506
0.56093,0.31622
0.56117,0.3171
0.56141,0.31837
0.56166,0.31712
0.5619,0.31313
0.56214,0.31159
0.56239,0.31334
0.56263,0.31579
0.56287,0.31666
0.56312,0.3152
0.56336,0.31608
0.56361,0.31795
0.56385,0.31825
0.5641,0.31726
0.56435,0.31573
0.56459,0.31626
0.56484,0.31563
0.56508,0.31443
0.56533,0.31463
0.56558,0.31569
0.56582,0.31662
0.56607,0.31483
0.56632,0.31368
0.56657,0.31326
0.56681,0.31349
0.56706,0.31576
0.56731,0.31605
0.56756,0.31563
0.56781,0.31668
0.56805,0.31687
0.5683,0.31866
0.56855,0.32171
0.5688,0.32018
0.56905,0.317
0.5693,0.31509
0.56955,0.3146
0.5698,0.31645
0.57005,0.31863
0.5703,0.32045
0.57056,0.319
0.57081,0.31543
0.57106,0.31464
0.57131,0.31617
0.57156,0.31679
0.57181,0.31677
0.57207,0.31831
0.57232,0.31817
0.57257,0.31721
0.57282,0.31882
0.57308,0.3224
0.57333,0.32494
0.57358,0.32422
0.57384,0.32263
0.57409,0.31947
0.57435,0.3164
0.5746,0.31601
0.57486,0.31843
0.57511,0.32101
0.57537,0.31822
0.57562,0.31514
0.57588,0.31774
0.57613,0.32064
0.57639,0.3198
0.57665,0.32027
0.5769,0.32165
0.57716,0.32125
0.57742,0.32194
0.57767,0.32194
0.57793,0.32215
0.57819,0.32306
0.57845,0.32273
0.57871,0.32239
0.57896,0.32237
0.57922,0.32348
0.57948,0.32395
0.57974,0.32342
0.58,0.32263
0.58026,0.3225
0.58052,0.32282
0.58078,0.32098
0.58104,0.32011
0.5813,0.32124
0.58156,0.3222
0.58182,0.32351
0.58208,0.32359
0.58235,0.32187
0.58261,0.32209
0.58287,0.32371
0.58313,0.32393
0.58339,0.32492
0.58366,0.325
0.58392,0.32269
0.58418,0.32158
0.58445,0.32195
0.58471,0.32212
0.58497,0.32158
0.58524,0.32091
0.5855,0.32137
0.58577,0.3231
0.58603,0.32412
0.5863,0.32522
0.58656,0.32789
0.58683,0.32933
0.58709,0.32938
0.58736,0.32795
0.58763,0.32538
0.58789,0.32595
0.58816,0.32702
0.58843,0.32472
0.58869,0.32331
0.58896,0.3239
0.58923,0.32339
0.5895,0.32365
0.58976,0.32624
0.59003,0.32776
0.5903,0.32729
0.59057,0.32649
0.59084,0.32588
0.59111,0.32553
0.59138,0.32412
0.59165,0.32329
0.59192,0.32434
0.59219,0.32536
0.59246,0.32605
0.59273,0.32645
0.593,0.32675
0.59327,0.32648
0.59354,0.32599
0.59382,0.32468
0.59409,0.32308
0.59436,0.32369
0.59463,0.32485
0.59491,0.32672
0.59518,0.32816
0.59545,0.32772
0.59573,0.32748
0.596,0.32733
0.59627,0.32679
0.59655,0.32675
0.59682,0.328
0.5971,0.32854
0.59737,0.32971
0.59765,0.33026
0.59792,0.32746
0.5982,0.32659
0.59848,0.32894
0.59875,0.33127
0.59903,0.3311
0.59931,0.32964
0.59958,0.32848
0.59986,0.32819
0.60014,0.32836
0.60042,0.32735
0.6007,0.32832
0.60097,0.32895
0.60125,0.32817
0.60153,0.32812
0.60181,0.32773
0.60209,0.32807
0.60237,0.32928
0.60265,0.33083
0.60293,0.32932
0.60321,0.32756
0.60349,0.32863
0.60377,0.32933
0.60405,0.32965
0.60434,0.32895
0.60462,0.3283
0.6049,0.32922
0.60518,0.33135
0.60547,0.33151
0.60575,0.33082
0.60603,0.33081
0.60631,0.32964
0.6066,0.32993
0.60688,0.32936
0.60717,0.32862
0.60745,0.32898
0.60774,0.32999
0.60802,0.33218
0.60831,0.3325
0.60859,0.33252
0.60888,0.3323
0.60916,0.33235
0.60945,0.3328
0.60974,0.33256
0.61002,0.33169
0.61031,0.33076
0.6106,0.33166
0.61089,0.332
0.61117,0.33204
0.61146,0.33126
0.61175,0.33123
0.61204,0.33303
0.61233,0.3343
0.61262,0.33389
0.61291,0.33111
0.6132,0.33214
0.61349,0.33415
0.61378,0.33433
0.61407,0.33413
0.61436,0.3332
0.61465,0.33435
0.61494,0.33433
0.61524,0.33445
0.61553,0.33445
0.61582,0.33368
0.61611,0.33369
0.61641,0.33371
0.6167,0.33452
0.61699,0.33412
0.61729,0.33444
0.61758,0.33475
0.61787,0.33589
0.61817,0.33729
0.61846,0.33713
0.61876,0.33765
0.61905,0.33649
0.61935,0.33626
0.61965,0.33633
0.61994,0.33604
0.62024,0.33582
0.62054,0.33571
0.62083,0.3363
0.62113,0.33551
0.62143,0.33581
0.62173,0.33433
0.62203,0.3343
0.62232,0.33645
0.62262,0.33687
0.62292,0.33764
0.62322,0.337
0.62352,0.33801
0.62382,0.33858
0.62412,0.33831
0.62442,0.33859
0.62472,0.33806
0.62502,0.33906
0.62533,0.34026
0.62563,0.34167
0.62593,0.34042
0.62623,0.33884
0.62654,0.33851
0.62684,0.33811
0.62714,0.33985
0.62744,0.34071
0.62775,0.34174
0.62805,0.34093
0.62836,0.33842
0.62866,0.33817
0.62897,0.33905
0.62927,0.34034
0.62958,0.33935
0.62988,0.33808
0.63019,0.3383
0.6305,0.33758
0.6308,0.33836
0.63111,0.34028
0.63142,0.34213
0.63173,0.34256
0.63203,0.34203
0.63234,0.33358
0.63265,0.37103
0.63358,0.33404
0.63389,0.34153
0.6342,0.34302
0.63451,0.34171
0.63482,0.34161
0.63513,0.34124
0.63544,0.34194
0.63575,0.34313
0.63607,0.34207
0.63638,0.34246
0.63669,0.34169
0.637,0.34354
0.63732,0.34365
0.63763,0.34377
0.63794,0.3447
0.63826,0.34351
0.63857,0.34358
0.63889,0.34244
0.6392,0.34357
0.63952,0.34392
0.63983,0.34409
0.64015,0.34403
0.64046,0.3429
0.64078,0.3441
0.6411,0.34405
0.64142,0.34547
0.64173,0.34549
0.64205,0.34596
0.64237,0.34706
0.64269,0.3454
0.64301,0.34471
0.64333,0.34476
0.64364,0.34663
0.64396,0.34649
0.64428,0.34709
0.64461,0.34822
0.64493,0.34794
0.64525,0.34866
0.64557,0.34768
0.64589,0.34811
0.64621,0.34759
0.64653,0.34685
0.64686,0.34676
0.64718,0.3472
0.6475,0.34892
0.64783,0.34828
0.64815,0.34888
0.64847,0.34878
0.6488,0.34881
0.64912,0.34873
0.64945,0.34741
0.64978,0.34804
0.6501,0.34881
0.65043,0.35073
0.65075,0.3505
0.65108,0.34923
0.65141,0.34937
0.65173,0.35035
0.65206,0.35154
0.65239,0.35083
0.65272,0.35127
0.65305,0.35138
0.65338,0.35169
0.65371,0.35185
0.65404,0.35138
0.65437,0.35173
0.6547,0.35134
0.65503,0.35238
0.65536,0.35318
0.65569,0.35349
0.65602,0.35349
0.65635,0.35326
0.65669,0.35395
0.65702,0.35361
0.65735,0.35336
0.65769,0.35286
0.65802,0.3531
0.65836,0.35352
0.65869,0.35333
0.65902,0.35347
0.65936,0.35385
0.6597,0.35587
0.66003,0.35683
0.66037,0.35565
0.6607,0.35478
0.66104,0.35556
0.66138,0.35622
0.66172,0.35632
0.66205,0.35692
0.66239,0.35629
0.66273,0.35606
0.66307,0.35622
0.66341,0.35604
0.66375,0.35653
0.66409,0.35708
0.66443,0.35746
0.66477,0.35732
0.66511,0.35697
0.66545,0.35703
0.66579,0.3579
0.66614,0.35793
0.66648,0.35766
0.66682,0.35845
0.66716,0.35907
0.66751,0.35945
0.66785,0.35961
0.6682,0.35986
0.66854,0.35975
0.66889,0.35989
0.66923,0.36027
0.66958,0.36021
0.66992,0.36082
0.67027,0.3612
0.67062,0.36164
0.67096,0.36192
0.67131,0.36224
0.67166,0.36284
0.67201,0.36284
0.67236,0.36311
0.6727,0.36272
0.67305,0.36246
0.6734,0.36279
0.67375,0.36231
0.6741,0.36202
0.67445,0.36272
0.67481,0.36375
0.67516,0.364
0.67551,0.36366
0.67586,0.36307
0.67621,0.36337
0.67657,0.36434
0.67692,0.36445
0.67727,0.36464
0.67763,0.36495
0.67798,0.36524
0.67834,0.36587
0.67869,0.36589
0.67905,0.3655
0.6794,0.36583
0.67976,0.36655
0.68012,0.36684
0.68047,0.36656
0.68083,0.36607
0.68119,0.36578
0.68155,0.36643
0.6819,0.36777
0.68226,0.36787
0.68262,0.36718
0.68298,0.36741
0.68334,0.36792
0.6837,0.36786
0.68406,0.3675
0.68443,0.36749
0.68479,0.36812
0.68515,0.36859
0.68551,0.36847
0.68587,0.36873
0.68624,0.36915
0.6866,0.3694
0.68696,0.36995
0.68733,0.37068
0.68769,0.37126
0.68806,0.37069
0.68842,0.37007
0.68879,0.37062
0.68916,0.371
0.68952,0.37093
0.68989,0.37126
0.69026,0.37196
0.69062,0.37216
0.69099,0.37249
0.69136,0.37265
0.69173,0.37232
0.6921,0.37267
0.69247,0.37341
0.69284,0.37399
0.69321,0.37385
0.69358,0.3736
0.69395,0.37369
0.69432,0.37402
0.6947,0.37507
0.69507,0.37567
0.69544,0.37558
0.69581,0.37548
0.69619,0.37591
0.69656,0.37611
0.69694,0.37589
0.69731,0.3761
0.69769,0.3762
0.69806,0.37667
0.69844,0.37715
0.69881,0.37733
0.69919,0.37774
0.69957,0.37799
0.69995,0.37793
0.70032,0.37771
0.7007,0.37809
0.70108,0.37887
0.70146,0.37911
0.70184,0.37863
0.70222,0.37853
0.7026,0.37897
0.70298,0.37879
0.70336,0.37886
0.70375,0.37937
0.70413,0.37994
0.70451,0.38045
0.70489,0.38065
0.70528,0.38075
0.70566,0.38117
0.70605,0.3815
0.70643,0.38098
0.70682,0.38117
0.7072,0.38231
0.70759,0.38281
0.70797,0.38303
0.70836,0.38342
0.70875,0.38389
0.70914,0.38396
0.70952,0.38357
0.70991,0.38344
0.7103,0.38352
0.71069,0.3835
0.71108,0.38341
0.71147,0.38346
0.71186,0.38395
0.71225,0.38466
0.71265,0.38491
0.71304,0.38537
0.71343,0.3862
0.71382,0.38648
0.71422,0.38619
0.71461,0.38595
0.715,0.38581
0.7154,0.38548
0.71579,0.38586
0.71619,0.38687
0.71658,0.38761
0.71698,0.38818
0.71738,0.38818
0.71777,0.38743
0.71817,0.38686
0.71857,0.3868
0.71897,0.3871
0.71937,0.38836
0.71977,0.38951
0.72017,0.38956
0.72057,0.3895
0.72097,0.38961
0.72137,0.39004
0.72177,0.39052
0.72217,0.39059
0.72258,0.3907
0.72298,0.39088
0.72338,0.391
0.72379,0.39115
0.72419,0.39142
0.7246,0.39155
0.725,0.39158
0.72541,0.39185
0.72581,0.39185
0.72622,0.39141
0.72663,0.39173
0.72703,0.3925
0.72744,0.39277
0.72785,0.39296
0.72826,0.39266
0.72867,0.39242
0.72908,0.39309
0.72949,0.39364
0.7299,0.39385
0.73031,0.39389
0.73072,0.39426
0.73113,0.3947
0.73155,0.39443
0.73196,0.39422
0.73237,0.39462
0.73279,0.39501
0.7332,0.39514
0.73362,0.3951
0.73403,0.39496
0.73445,0.39494
0.73486,0.39526
0.73528,0.39542
0.7357,0.39505
0.73612,0.39525
0.73653,0.39593
0.73695,0.39562
0.73737,0.39553
0.73779,0.39623
0.73821,0.39625
0.73863,0.3959
0.73905,0.3958
0.73948,0.39576
0.7399,0.3956
0.74032,0.39563
0.74074,0.39603
0.74117,0.39643
0.74159,0.39679
0.74202,0.39711
0.74244,0.39725
0.74287,0.3971
0.74329,0.39685
0.74372,0.3967
0.74415,0.39662
0.74457,0.39681
0.745,0.39735
0.74543,0.39782
0.74586,0.39806
0.74629,0.39798
0.74672,0.39802
0.74715,0.39815
0.74758,0.39733
0.74801,0.39685
0.74844,0.39757
0.74887,0.39786
0.74931,0.39816
0.74974,0.3986
0.75017,0.39817
0.75061,0.39749
0.75104,0.39734
0.75148,0.39746
0.75191,0.3976
0.75235,0.39763
0.75279,0.39771
0.75323,0.39806
0.75366,0.39818
0.7541,0.39779
0.75454,0.39736
0.75498,0.39739
0.75542,0.39787
0.75586,0.39782
0.7563,0.39733
0.75674,0.39717
0.75719,0.39704
0.75763,0.39729
0.75807,0.39782
0.75851,0.39779
0.75896,0.39716
0.7594,0.39649
0.75985,0.39636
0.76029,0.39651
0.76074,0.3965
0.76119,0.39635
0.76163,0.39632
0.76208,0.3966
0.76253,0.39624
0.76298,0.39533
0.76343,0.39537
0.76388,0.39612
0.76433,0.39666
0.76478,0.3963
0.76523,0.39546
0.76568,0.39537
0.76614,0.39536
0.76659,0.39495
0.76704,0.39471
0.7675,0.39411
0.76795,0.39334
0.76841,0.39331
0.76886,0.39338
0.76932,0.39313
0.76977,0.39323
0.77023,0.39368
0.77069,0.39374
0.77115,0.39297
0.77161,0.39208
0.77207,0.39153
0.77253,0.39097
0.77299,0.39051
0.77345,0.39036
0.77391,0.39055
0.77437,0.39083
0.77484,0.39044
0.7753,0.38932
0.77576,0.38864
0.77623,0.38876
0.77669,0.38882
0.77716,0.38821
0.77762,0.38734
0.77809,0.38707
0.77856,0.38683
0.77903,0.3865
0.7795,0.38628
0.77996,0.38591
0.78043,0.38589
0.7809,0.38559
0.78138,0.38487
0.78185,0.38423
0.78232,0.38382
0.78279,0.38382
0.78326,0.38341
0.78374,0.38271
0.78421,0.3824
0.78469,0.38205
0.78516,0.38133
0.78564,0.38078
0.78611,0.38052
0.78659,0.37987
0.78707,0.37899
0.78755,0.37817
0.78803,0.37765
0.7885,0.37733
0.78898,0.37683
0.78946,0.37632
0.78995,0.37541
0.79043,0.37444
0.79091,0.37413
0.79139,0.37393
0.79188,0.3734
0.79236,0.37277
0.79284,0.37219
0.79333,0.37153
0.79382,0.37104
0.7943,0.37075
0.79479,0.3704
0.79528,0.36988
0.79576,0.36913
0.79625,0.36845
0.79674,0.36744
0.79723,0.36633
0.79772,0.36584
0.79822,0.36528
0.79871,0.36468
0.7992,0.36433
0.79969,0.36366
0.80019,0.36224
0.80068,0.36078
0.80117,0.36048
0.80167,0.36041
0.80217,0.35955
0.80266,0.35861
0.80316,0.35823
0.80366,0.35793
0.80416,0.35692
0.80466,0.35587
0.80516,0.3553
0.80566,0.35475
0.80616,0.35365
0.80666,0.35244
0.80716,0.35196
0.80766,0.35136
0.80817,0.35062
0.80867,0.35018
0.80918,0.34951
0.80968,0.34864
0.81019,0.34769
0.81069,0.34696
0.8112,0.34611
0.81171,0.34489
0.81222,0.34405
0.81273,0.34344
0.81324,0.34248
0.81375,0.34151
0.81426,0.34106
0.81477,0.34079
0.81528,0.34051
0.8158,0.33993
0.81631,0.33858
0.81682,0.33731
0.81734,0.33648
0.81786,0.33554
0.81837,0.33464
0.81889,0.33395
0.81941,0.33306
0.81992,0.33208
0.82044,0.33143
0.82096,0.33079
0.82148,0.33001
0.822,0.32936
0.82253,0.32848
0.82305,0.32724
0.82357,0.32614
0.82409,0.3254
0.82462,0.32478
0.82514,0.32412
0.82567,0.32336
0.8262,0.3225
0.82672,0.3214
0.82725,0.32038
0.82778,0.31974
0.82831,0.3191
0.82884,0.3183
0.82937,0.31742
0.8299,0.31656
0.83043,0.31582
0.83096,0.31487
0.8315,0.31359
0.83203,0.31249
0.83256,0.31189
0.8331,0.31139
0.83363,0.31049
0.83417,0.30957
0.83471,0.30917
0.83525,0.30869
0.83578,0.30775
0.83632,0.30668
0.83686,0.30556
0.8374,0.30456
0.83794,0.30377
0.83849,0.30311
0.83903,0.30242
0.83957,0.30182
0.84012,0.30135
0.84066,0.30052
0.84121,0.29965
0.84175,0.29905
0.8423,0.29845
0.84285,0.29784
0.8434,0.29699
0.84395,0.29588
0.8445,0.29487
0.84505,0.29422
0.8456,0.29351
0.84615,0.29236
0.8467,0.29138
0.84726,0.29089
0.84781,0.29042
0.84836,0.28957
0.84892,0.28863
0.84948,0.288
0.85003,0.28742
0.85059,0.28652
0.85115,0.28569
0.85171,0.28504
0.85227,0.28427
0.85283,0.28348
0.85339,0.28267
0.85395,0.28186
0.85452,0.2812
0.85508,0.28057
0.85564,0.2801
