Brown University Keck/NASA Relab Spectrum OC-TXH-011-D05/C1OC11D05,,
W,R,Standard Deviation
0.3,0.11843,0.26595
0.305,0.12348,0.19002
0.31,0.12415,0.1319
0.315,0.12517,0.10637
0.32,0.13,0.08093
0.325,0.13661,0.06263
0.33,0.14141,0.04977
0.335,0.1481,0.03754
0.34,0.15398,0.03035
0.345,0.16011,0.02453
0.35,0.16687,0.02066
0.355,0.17367,0.01778
0.36,0.18147,0.01477
0.365,0.18813,0.01311
0.37,0.19458,0.01116
0.375,0.19991,0.00973
0.38,0.2054,0.00849
0.385,0.21066,0.00813
0.39,0.21521,0.00917
0.395,0.21886,0.01109
0.4,0.22444,0.00419
0.405,0.22866,0.00343
0.41,0.23282,0.00296
0.415,0.23632,0.00247
0.42,0.2395,0.00231
0.425,0.24255,0.00208
0.43,0.24557,0.00196
0.435,0.24809,0.00204
0.44,0.2512,0.00199
0.445,0.25282,0.00192
0.45,0.25495,0.00195
0.455,0.25659,0.00188
0.46,0.25871,0.00193
0.465,0.26094,0.00174
0.47,0.26282,0.00181
0.475,0.265,0.00179
0.48,0.26763,0.00194
0.485,0.26927,0.00188
0.49,0.27118,0.00188
0.495,0.27299,0.00179
0.5,0.27508,0.00189
0.505,0.27673,0.00191
0.51,0.27992,0.0019
0.515,0.28209,0.00182
0.52,0.28441,0.00183
0.525,0.28601,0.00181
0.53,0.28816,0.00185
0.535,0.28967,0.00183
0.54,0.29175,0.00183
0.545,0.29318,0.00183
0.55,0.29463,0.00187
0.555,0.29607,0.00186
0.56,0.29731,0.00199
0.565,0.29846,0.00178
0.57,0.2994,0.00183
0.575,0.30047,0.00172
0.58,0.30091,0.00195
0.585,0.30188,0.00193
0.59,0.30257,0.00186
0.595,0.30353,0.00195
0.6,0.30402,0.00198
0.605,0.30523,0.00199
0.61,0.30556,0.00195
0.615,0.30627,0.00204
0.62,0.30682,0.00223
0.625,0.30706,0.00207
0.63,0.30765,0.00205
0.635,0.30826,0.00192
0.64,0.30907,0.00189
0.645,0.30984,0.00209
0.65,0.31023,0.00209
0.655,0.31102,0.002
0.66,0.3116,0.00206
0.665,0.31234,0.0021
0.67,0.3128,0.00207
0.675,0.31345,0.00205
0.68,0.31421,0.00215
0.685,0.31432,0.0021
0.69,0.31432,0.00214
0.695,0.31458,0.00214
0.7,0.31493,0.00238
0.705,0.31517,0.00235
0.71,0.31523,0.00209
0.715,0.31543,0.00237
0.72,0.31489,0.00243
0.725,0.31526,0.00233
0.73,0.31513,0.00231
0.735,0.31464,0.00243
0.74,0.3145,0.00262
0.745,0.31385,0.00253
0.75,0.31257,0.00252
0.755,0.31227,0.00269
0.76,0.31057,0.00263
0.765,0.30987,0.00277
0.77,0.30837,0.00287
0.775,0.30671,0.00295
0.78,0.305,0.00287
0.785,0.3033,0.00322
0.79,0.30136,0.00336
0.795,0.2991,0.00347
0.8,0.29764,0.00597
0.805,0.29516,0.00581
0.81,0.29196,0.00608
0.815,0.29042,0.00608
0.82,0.28805,0.00608
0.825,0.28494,0.00597
0.83,0.28236,0.00598
0.835,0.27985,0.00573
0.84,0.27853,0.0058
0.845,0.27445,0.00561
0.85,0.2715,0.00538
0.855,0.2713,0.0066
0.86,0.2679,0.00639
0.865,0.26437,0.00565
0.87,0.26188,0.00602
0.875,0.26023,0.00514
0.88,0.25864,0.00473
0.885,0.25662,0.00452
0.89,0.25576,0.00434
0.895,0.25437,0.00433
0.9,0.25246,0.00372
0.905,0.2514,0.00353
0.91,0.25041,0.0031
0.915,0.24839,0.00325
0.92,0.24856,0.00315
0.925,0.24759,0.00281
0.93,0.24726,0.00267
0.935,0.24731,0.00247
0.94,0.2463,0.00254
0.945,0.246,0.00277
0.95,0.24679,0.00268
0.955,0.24661,0.00252
0.96,0.24639,0.00245
0.965,0.24796,0.00258
0.97,0.24762,0.00216
0.975,0.24811,0.00205
0.98,0.24901,0.00229
0.985,0.24871,0.00232
0.99,0.25038,0.00211
0.995,0.24973,0.00199
1,0.25125,0.00232
1.005,0.25164,0.00217
1.01,0.25186,0.00261
1.015,0.25213,0.00239
1.02,0.253,0.00221
1.025,0.25399,0.00232
1.03,0.25424,0.00227
1.035,0.25488,0.00259
1.04,0.25518,0.00218
1.045,0.25612,0.00261
1.05,0.25643,0.00239
1.055,0.25586,0.00289
1.06,0.25704,0.00188
1.065,0.25849,0.0021
1.07,0.25886,0.00249
1.075,0.25967,0.00192
1.08,0.26074,0.00185
1.085,0.26174,0.00218
1.09,0.26277,0.00209
1.095,0.26442,0.00215
1.1,0.26522,0.00204
1.105,0.26632,0.00223
1.11,0.26744,0.00206
1.115,0.26867,0.00208
1.12,0.27028,0.00204
1.125,0.27119,0.00207
1.13,0.2733,0.00216
1.135,0.27332,0.00262
1.14,0.27493,0.00203
1.145,0.27549,0.00258
1.15,0.27706,0.00219
1.155,0.27715,0.00234
1.16,0.27937,0.00218
1.165,0.27928,0.00234
1.17,0.28007,0.0021
1.175,0.28087,0.00221
1.18,0.28151,0.00221
1.185,0.28172,0.00234
1.19,0.28174,0.00213
1.195,0.28305,0.00247
1.2,0.28269,0.00236
1.205,0.28388,0.00213
1.21,0.28372,0.00245
1.215,0.28517,0.0022
1.22,0.28543,0.0023
1.225,0.28517,0.00207
1.23,0.28568,0.00185
1.235,0.28609,0.00232
1.24,0.28597,0.00186
1.245,0.2861,0.00209
1.25,0.28671,0.00198
1.255,0.28646,0.00205
1.26,0.28704,0.00225
1.265,0.28732,0.00195
1.27,0.28812,0.00183
1.275,0.28894,0.00202
1.28,0.28975,0.00185
1.285,0.2905,0.00173
1.29,0.29113,0.00187
1.295,0.2919,0.00214
1.3,0.29247,0.00197
1.305,0.29257,0.00203
1.31,0.29443,0.00213
1.315,0.2947,0.00222
1.32,0.29563,0.00202
1.325,0.29602,0.00199
1.33,0.29688,0.00204
1.335,0.2977,0.00183
1.34,0.29846,0.00225
1.345,0.2992,0.00196
1.35,0.29956,0.00191
1.355,0.30042,0.00192
1.36,0.30013,0.0021
1.365,0.3016,0.0021
1.37,0.30262,0.00197
1.375,0.3035,0.00211
1.38,0.3031,0.00221
1.385,0.30575,0.00241
1.39,0.30505,0.00192
1.395,0.30628,0.00199
1.4,0.30723,0.00239
1.405,0.30714,0.00215
1.41,0.30869,0.00246
1.415,0.30869,0.00226
1.42,0.30949,0.00228
1.425,0.31,0.00208
1.43,0.31036,0.00255
1.435,0.31087,0.00227
1.44,0.3118,0.00203
1.445,0.31214,0.00191
1.45,0.31226,0.00223
1.455,0.31292,0.00208
1.46,0.31341,0.00207
1.465,0.31329,0.00235
1.47,0.31336,0.00248
1.475,0.31408,0.00227
1.48,0.31436,0.00206
1.485,0.31465,0.00203
1.49,0.31461,0.0019
1.495,0.31478,0.00192
1.5,0.31516,0.00206
1.505,0.31514,0.00212
1.51,0.31447,0.00186
1.515,0.3155,0.00211
1.52,0.31513,0.00204
1.525,0.3154,0.00227
1.53,0.31478,0.00212
1.535,0.31517,0.0021
1.54,0.31562,0.00201
1.545,0.31518,0.00223
1.55,0.31546,0.0022
1.555,0.3153,0.0022
1.56,0.31484,0.00211
1.565,0.31483,0.00211
1.57,0.31465,0.00216
1.575,0.31471,0.00217
1.58,0.31394,0.00227
1.585,0.31398,0.00226
1.59,0.31324,0.00199
1.595,0.31339,0.00219
1.6,0.3128,0.00242
1.605,0.31192,0.00212
1.61,0.31147,0.00217
1.615,0.31155,0.00232
1.62,0.31054,0.00226
1.625,0.3105,0.00245
1.63,0.31015,0.00223
1.635,0.30926,0.00215
1.64,0.30864,0.00237
1.645,0.30908,0.00229
1.65,0.30785,0.00272
1.655,0.30736,0.0026
1.66,0.30757,0.00221
1.665,0.30545,0.0023
1.67,0.30426,0.00246
1.675,0.30425,0.00266
1.68,0.30457,0.0023
1.685,0.30333,0.00226
1.69,0.30269,0.00249
1.695,0.3027,0.00262
1.7,0.30185,0.0024
1.705,0.30132,0.00245
1.71,0.30054,0.00248
1.715,0.29953,0.00241
1.72,0.29907,0.00232
1.725,0.2984,0.00239
1.73,0.29757,0.00225
1.735,0.29728,0.00246
1.74,0.29556,0.00233
1.745,0.29538,0.00222
1.75,0.2952,0.00233
1.755,0.29425,0.00202
1.76,0.29344,0.00199
1.765,0.29289,0.00225
1.77,0.29265,0.00211
1.775,0.29273,0.00221
1.78,0.29167,0.00205
1.785,0.29147,0.00233
1.79,0.29083,0.00218
1.795,0.29024,0.0021
1.8,0.28991,0.00225
1.805,0.28892,0.00218
1.81,0.28862,0.00217
1.815,0.28797,0.00184
1.82,0.28721,0.00204
1.825,0.28673,0.00222
1.83,0.28674,0.00205
1.835,0.2864,0.00205
1.84,0.28622,0.00211
1.845,0.286,0.00218
1.85,0.28613,0.00201
1.855,0.2855,0.00192
1.86,0.28487,0.002
1.865,0.28481,0.00209
1.87,0.28457,0.00248
1.875,0.28393,0.00193
1.88,0.28375,0.00205
1.885,0.28328,0.00238
1.89,0.28261,0.00231
1.895,0.28232,0.00253
1.9,0.28138,0.00222
1.905,0.28232,0.00241
1.91,0.28177,0.0023
1.915,0.28171,0.00206
1.92,0.28144,0.0022
1.925,0.28221,0.00233
1.93,0.28129,0.00228
1.935,0.28068,0.00222
1.94,0.28092,0.0023
1.945,0.28103,0.00234
1.95,0.28035,0.00214
1.955,0.28032,0.00205
1.96,0.28089,0.00237
1.965,0.28107,0.00234
1.97,0.28068,0.0022
1.975,0.28085,0.00259
1.98,0.28089,0.00234
1.985,0.28131,0.00233
1.99,0.28153,0.00199
1.995,0.28113,0.00226
2,0.2811,0.00199
2.005,0.28201,0.00198
2.01,0.28264,0.00216
2.015,0.28287,0.00236
2.02,0.28301,0.0022
2.025,0.28337,0.00225
2.03,0.28321,0.00224
2.035,0.28345,0.00202
2.04,0.28406,0.00196
2.045,0.28361,0.00207
2.05,0.28421,0.00225
2.055,0.28439,0.00203
2.06,0.28444,0.00204
2.065,0.28508,0.00216
2.07,0.28441,0.0022
2.075,0.28601,0.00225
2.08,0.28549,0.00208
2.085,0.28563,0.00249
2.09,0.28576,0.00247
2.095,0.28696,0.00227
2.1,0.28725,0.00234
2.105,0.28758,0.00245
2.11,0.28726,0.00247
2.115,0.28768,0.00207
2.12,0.28752,0.00259
2.125,0.28817,0.00238
2.13,0.28833,0.00276
2.135,0.28874,0.00239
2.14,0.28838,0.00221
2.145,0.28856,0.00208
2.15,0.2885,0.00241
2.155,0.2887,0.00227
2.16,0.28914,0.00234
2.165,0.28858,0.0023
2.17,0.2894,0.00219
2.175,0.28934,0.00223
2.18,0.28951,0.00223
2.185,0.28908,0.00223
2.19,0.28979,0.00216
2.195,0.28997,0.00227
2.2,0.28957,0.00217
2.205,0.29026,0.00257
2.21,0.29004,0.00209
2.215,0.29022,0.00242
2.22,0.29024,0.00255
2.225,0.29051,0.00206
2.23,0.29006,0.00255
2.235,0.29009,0.00244
2.24,0.29021,0.00219
2.245,0.29025,0.00223
2.25,0.2908,0.00213
2.255,0.29057,0.00208
2.26,0.29094,0.0024
2.265,0.29193,0.00231
2.27,0.29098,0.00282
2.275,0.29154,0.00276
2.28,0.29171,0.00262
2.285,0.29166,0.00245
2.29,0.2921,0.0026
2.295,0.29193,0.00266
2.3,0.29216,0.00285
2.305,0.29161,0.00261
2.31,0.29143,0.00311
2.315,0.29169,0.00303
2.32,0.29124,0.00268
2.325,0.29196,0.00281
2.33,0.29259,0.00233
2.335,0.29253,0.00275
2.34,0.29277,0.00269
2.345,0.29269,0.00253
2.35,0.29205,0.00255
2.355,0.29147,0.00263
2.36,0.29214,0.00256
2.365,0.29161,0.00266
2.37,0.29127,0.00278
2.375,0.29208,0.00271
2.38,0.29158,0.00278
2.385,0.29261,0.00242
2.39,0.2915,0.00299
2.395,0.29286,0.00299
2.4,0.2922,0.003
2.405,0.2925,0.00267
2.41,0.29301,0.00267
2.415,0.29214,0.00263
2.42,0.29309,0.00267
2.425,0.29288,0.00283
2.43,0.29298,0.00277
2.435,0.29305,0.00272
2.44,0.29318,0.00267
2.445,0.293,0.00302
2.45,0.29317,0.00287
2.455,0.2927,0.00296
2.46,0.29244,0.00267
2.465,0.29222,0.00287
2.47,0.29235,0.00272
2.475,0.29174,0.00267
2.48,0.29229,0.00278
2.485,0.29105,0.00208
2.49,0.2904,0.00264
2.495,0.29066,0.00237
2.5,0.29051,0.00235
2.505,0.29021,0.00232
2.51,0.29126,0.00226
2.515,0.29098,0.00317
2.52,0.29173,0.00291
2.525,0.2916,0.00296
2.53,0.29193,0.00276
2.535,0.29215,0.003
2.54,0.2926,0.00325
2.545,0.29339,0.00319
2.55,0.29328,0.0032
2.555,0.2945,0.00332
2.56,0.29454,0.00378
2.565,0.29434,0.00371
2.57,0.29357,0.00359
2.575,0.294,0.00425
2.58,0.29288,0.00388
2.585,0.29338,0.00457
2.59,0.29351,0.00413
2.595,0.29393,0.00508
2.6,0.29351,0.00405
