TJ_OPX_0,
W,R
0.508716136,0.562377423
0.510129036,0.564571424
0.511128305,0.56600711
0.511942327,0.568520075
0.512697679,0.569418745
0.513760513,0.571152743
0.516320746,0.572809412
0.516325094,0.576481617
0.516329443,0.580153822
0.516499648,0.574882412
0.516504584,0.579049695
0.518339495,0.582121024
0.518800414,0.583875844
0.52110278,0.585631363
0.523814039,0.589131149
0.524043271,0.586766718
0.524394521,0.591842651
0.527140361,0.593090877
0.531829229,0.596382585
0.531872908,0.593844759
0.533851009,0.597640103
0.534387749,0.599247015
0.536799223,0.599748076
0.538674939,0.600467097
0.542109042,0.600790738
0.543251472,0.602747369
0.545909345,0.604299439
0.550052264,0.604735986
0.551137458,0.605137692
0.551489918,0.606917623
0.555173111,0.608092795
0.557544109,0.609308045
0.560292429,0.610368627
0.563332152,0.611527761
0.566600228,0.612463083
0.567573567,0.613576328
0.570357135,0.614162176
0.57187541,0.615917345
0.575939201,0.617015397
0.577783643,0.617996923
0.580546188,0.618771615
0.581057011,0.617241924
0.582777161,0.619369439
0.584812299,0.619852168
0.586371296,0.621046095
0.587786133,0.62162536
0.590609987,0.622263824
0.592530678,0.622723601
0.596168922,0.623382802
0.599229964,0.624306799
0.603068345,0.625139719
0.60616055,0.626078977
0.608451484,0.626492736
0.611669699,0.627335822
0.613297639,0.628871661
0.617256838,0.629372133
0.622043951,0.630409772
0.626059072,0.631051903
0.629242824,0.632166689
0.633153489,0.633045235
0.634987827,0.633417151
0.638218459,0.635020784
0.640639442,0.635533303
0.642984276,0.635500538
0.645033537,0.636777527
0.647236097,0.638480405
0.651345804,0.639192087
0.655817459,0.639911086
0.65830106,0.640948829
0.660637716,0.642704173
0.6630688,0.643906779
0.665334937,0.64555687
0.668811712,0.646203706
0.6717791,0.646607407
0.674177805,0.647728414
0.675838247,0.648642777
0.677503014,0.649709453
0.680689814,0.650567829
0.683779333,0.651691342
0.686728131,0.65260607
0.68884213,0.653215928
0.690398905,0.653691999
0.693090395,0.654892585
0.696078618,0.655350373
0.697792999,0.656264736
0.700246286,0.656693763
0.702527756,0.657789201
0.704690883,0.658703685
0.705992054,0.659313301
0.709066432,0.659940015
0.711219316,0.660837887
0.713847692,0.661752493
0.715605837,0.662666857
0.717997539,0.663104663
0.720461208,0.664039008
0.722679554,0.664953493
0.725796109,0.66586822
0.728237907,0.665710644
0.731618129,0.666631363
0.734320609,0.666784404
0.738621107,0.666415239
0.741575693,0.666938659
0.74522994,0.66693963
0.749304913,0.666193663
0.752128157,0.665722946
0.753515339,0.665418685
0.75536828,0.664657605
0.757151166,0.663651409
0.759087841,0.663135447
0.761890459,0.662526923
0.764233965,0.662070591
0.766352758,0.660710203
0.767996646,0.660243806
0.76941202,0.659330292
0.771330002,0.657807168
0.772249248,0.6567417
0.774148257,0.655980621
0.775478155,0.654592202
0.777481339,0.653849089
0.778435466,0.652783141
0.780349686,0.652022062
0.782210548,0.650595287
0.782746417,0.649585661
0.784187878,0.648062896
0.784668223,0.647149139
0.786185078,0.645874884
0.787078493,0.644865051
0.787560334,0.643798982
0.788527656,0.643189973
0.789177942,0.64162637
0.790949228,0.640601259
0.792406901,0.639687746
0.793525732,0.638039188
0.794351871,0.636946598
0.79483872,0.636185154
0.796660789,0.634808428
0.796790494,0.633900945
0.798258654,0.632835119
0.798747619,0.631921362
0.799237441,0.631312232
0.800003069,0.630127195
0.800708432,0.629332527
0.801689943,0.627657328
0.801691623,0.628571205
0.803167411,0.626743814
0.803558,0.625583719
0.804151655,0.624916301
0.805138512,0.623850353
0.806126297,0.622632092
0.806127424,0.623241344
0.807385715,0.621433756
0.808106353,0.620652509
0.809095519,0.618215744
0.809596212,0.620043621
0.809934819,0.619158486
0.810088726,0.617302109
0.810647607,0.615961221
0.811081452,0.615474596
0.812072557,0.612123954
0.812077096,0.614560961
0.812404703,0.613474039
0.813311653,0.611126801
0.814566436,0.60953524
0.814568143,0.610449118
0.815065389,0.608621484
0.815718164,0.607516384
0.816562088,0.604814024
0.816563514,0.605575589
0.816565511,0.60664178
0.817322941,0.603232535
0.818567491,0.602682128
0.820075204,0.601311675
0.821080455,0.599636475
0.821081315,0.600093414
0.822442024,0.598378299
0.823091779,0.594762946
0.823093792,0.595829137
0.823095229,0.596590702
0.823096955,0.597504579
0.824602,0.593686557
0.825113218,0.59263105
0.826126087,0.591717415
0.827140778,0.591108406
0.827644543,0.58867152
0.827858648,0.589831522
0.82866023,0.587605572
0.829167816,0.586691815
0.830307736,0.585976291
0.831712451,0.583189224
0.831716228,0.585169293
0.832225396,0.584103223
0.832763485,0.581815044
0.833243212,0.58120952
0.834264604,0.57953432
0.834265769,0.580143572
0.835227317,0.578082221
0.835286372,0.577402181
0.835794222,0.574508356
0.835795682,0.575269921
0.836311437,0.576336233
0.83722478,0.573807198
0.83836095,0.571919643
0.838363,0.572985833
0.840114325,0.571032303
0.840420476,0.570092372
0.840935266,0.569178616
0.842145323,0.568260705
0.842395405,0.566513483
0.842482707,0.567046599
0.842824647,0.565371237
0.843255089,0.564736701
0.844115652,0.562959918
0.844117617,0.563975338
0.845843104,0.561310266
0.846273364,0.559787237
0.846705322,0.559025774
0.846708279,0.560548903
0.846816904,0.558071433
0.847243017,0.562110957
0.848003752,0.55737602
0.84843437,0.555472209
0.848436345,0.556487629
0.85016248,0.554828432
0.851042492,0.554203541
0.851476636,0.55331515
0.851910753,0.552299831
0.85267779,0.551095609
0.85365217,0.549634759
0.853654158,0.550650179
0.85393302,0.546566848
0.854523343,0.547857977
0.854525084,0.548746469
0.855833762,0.546208223
0.85627035,0.545319832
0.857144693,0.543796905
0.858239494,0.544885296
0.85889956,0.542528035
0.859741782,0.542008535
0.859776338,0.54087818
0.860656015,0.540243745
0.861095314,0.539482281
0.861534586,0.53859389
0.862694402,0.537405843
0.863297183,0.536690382
0.863737579,0.535801991
0.864178199,0.5349136
0.865368837,0.53365556
0.866389969,0.533137121
0.866832195,0.532375657
0.868161237,0.530598976
0.868775112,0.531622594
0.869048734,0.529583759
0.870286753,0.528515595
0.870381174,0.527807078
0.871717942,0.527172744
0.873056254,0.526284555
0.873501882,0.525523091
0.874432815,0.52460826
0.87573777,0.52387354
0.876631992,0.522350612
0.876633523,0.523112177
0.877528915,0.521716177
0.87797657,0.520827786
0.878504766,0.520254993
0.879323979,0.519685742
0.880222631,0.518543597
0.88202603,0.517909365
0.88303374,0.516951026
0.88428348,0.516132886
0.885187974,0.515371523
0.886547482,0.514737189
0.887908561,0.513849
0.888822318,0.5130506
0.890181585,0.512326376
0.892005388,0.511692144
0.89291856,0.511311563
0.89428942,0.510423375
0.895662906,0.509789041
0.896750044,0.509288345
0.898415426,0.50813959
0.900256885,0.50788614
0.901639274,0.507124879
0.904413056,0.50687163
0.906730707,0.506491354
0.908780439,0.506536825
0.914189464,0.506366044
0.917003724,0.507001289
0.920768837,0.507509808
0.9226883,0.50807297
0.925497783,0.508526239
0.926447939,0.509414933
0.928349287,0.51030383
0.930730986,0.511192828
0.931686786,0.51220845
0.931970488,0.512509132
0.934077591,0.513351303
0.935515181,0.514113171
0.936475894,0.515128793
0.937437321,0.516017488
0.937865853,0.516779315
0.939843977,0.517668051
0.942255166,0.518557049
0.942740231,0.519699497
0.942984366,0.521554254
0.943224722,0.520461163
0.945162977,0.522492407
0.946133047,0.523254174
0.947589191,0.524016042
0.948076175,0.524777708
0.948365137,0.526421048
0.949535586,0.525666504
0.949540008,0.527697344
0.951976627,0.528840196
0.952954799,0.530109673
0.953933422,0.531125295
0.953938705,0.533613604
0.954913049,0.532140917
0.955404352,0.533156438
0.956876158,0.534552944
0.957858529,0.535441639
0.958841908,0.536330333
0.958844141,0.537345753
0.95934567,0.53991867
0.959828532,0.538234447
0.959830487,0.53912294
0.960817569,0.540773199
0.962297434,0.542042777
0.963988418,0.543392234
0.965338533,0.545897431
0.965757823,0.54432818
0.966749874,0.545470729
0.966752689,0.546740004
0.967745762,0.547882553
0.968433689,0.549457195
0.968533555,0.55124318
0.968740138,0.54915203
0.969735817,0.550548435
0.969739769,0.552325419
0.969741463,0.553086984
0.970737042,0.553975679
0.972101166,0.554951083
0.972731832,0.556006923
0.973730481,0.556895617
0.973731898,0.557530255
0.973759377,0.559882664
0.974232884,0.558545775
0.975233357,0.559561398
0.977235396,0.560704149
0.978740263,0.5618468
0.979744795,0.562608567
0.979865812,0.563516758
0.97987489,0.567556183
0.980752642,0.564385754
0.980755497,0.565655029
0.981762669,0.566670651
0.981765813,0.568066853
0.981899699,0.570684103
0.982270646,0.568955446
0.982482955,0.573104359
0.982776024,0.569970967
0.983786417,0.571494299
0.984796701,0.572509921
0.984798994,0.573525341
0.986315796,0.574794919
0.987834646,0.57593757
0.987910826,0.576187475
0.988850815,0.577714756
0.989018639,0.58041073
0.9898663,0.578730378
0.990375298,0.579618972
0.990977171,0.583193027
0.99184244,0.585521777
0.991901555,0.581269332
0.991904442,0.582538607
0.992417089,0.584569548
0.993438261,0.586473662
0.993949964,0.587743038
0.994655555,0.590103847
0.99548028,0.588758761
0.995485206,0.590916528
0.995996804,0.591678194
0.995998834,0.592566686
0.997021369,0.593455381
0.99775763,0.594458647
0.999069881,0.595359697
1.001120563,0.596375522
1.002703525,0.597397386
1.003177205,0.598152911
1.003693925,0.599422287
1.003827292,0.601345226
1.004210033,0.60031088
1.004214418,0.602214792
1.005760538,0.603230515
1.006278588,0.604499891
1.006692667,0.606150255
1.006796319,0.605515412
1.007316369,0.607419425
1.007834927,0.608561874
1.00938574,0.609196814
1.009690365,0.610741097
1.010421725,0.609958581
1.011460834,0.611608841
1.011980642,0.612370507
1.012501307,0.613386028
1.012694146,0.61410787
1.013024008,0.615163113
1.01354521,0.616178634
1.015105696,0.617194357
1.015604973,0.620340191
1.015707577,0.617780661
1.016670064,0.618844718
1.017717969,0.621510397
1.01823625,0.620241224
1.018859177,0.622922358
1.019284582,0.622399193
1.021378243,0.624049654
1.021851195,0.62716346
1.021903742,0.625065175
1.02242981,0.626207624
1.024006062,0.628111839
1.024658248,0.629244915
1.026111212,0.630523866
1.027852966,0.633206264
1.0282165,0.631158908
1.028745518,0.632174428
1.031415919,0.634859439
1.031567594,0.635919328
1.032451063,0.637082999
1.03333554,0.638352442
1.033635861,0.63930731
1.034222029,0.640150749
1.035991258,0.641208816
1.037630828,0.642326616
1.037765779,0.643218838
1.039792223,0.64485759
1.040823114,0.648391274
1.041319903,0.645546515
1.04221223,0.646921732
1.042658554,0.647556453
1.044889748,0.649355014
1.046229943,0.650095677
1.046537635,0.650946565
1.047574906,0.652105615
1.048821334,0.652940825
1.050265436,0.654221578
1.050431625,0.655215147
1.051970419,0.657053938
1.052064662,0.656337373
1.05341636,0.658029992
1.05431803,0.658982117
1.055220216,0.659828468
1.056122918,0.660569047
1.056890203,0.661280409
1.058234101,0.661828975
1.060192198,0.662896809
1.061552535,0.663849018
1.063822096,0.664801396
1.065433918,0.665502518
1.066098577,0.666599956
1.066100904,0.667551912
1.066557976,0.66839818
1.068303909,0.669629906
1.068384595,0.670302429
1.070668762,0.671254806
1.071584679,0.671995385
1.074132493,0.673670405
1.074334008,0.672947847
1.075714578,0.674746239
1.078014678,0.675804389
1.079397621,0.676650825
1.080321006,0.677391404
1.081194579,0.678154848
1.083556843,0.67908436
1.084946633,0.679825023
1.086338206,0.680565686
1.088094122,0.68175233
1.090860076,0.683159983
1.093322623,0.684163229
1.096127192,0.684904145
1.09706542,0.685856269
1.09985195,0.686860038
1.101761673,0.687866797
1.102704457,0.688713149
1.104589766,0.689348123
1.105534969,0.690194475
1.107160739,0.691149955
1.108373285,0.691887347
1.110268286,0.692522321
1.112167066,0.693368842
1.114069094,0.694215362
1.116916617,0.694650482
1.11835893,0.695485395
1.120749941,0.696437773
1.1217087,0.697178351
1.123626229,0.697707553
1.12620286,0.698405926
1.128434813,0.699189216
1.129882164,0.699929879
1.131331372,0.700670542
1.133266174,0.701517063
1.134719172,0.70204618
1.136329279,0.702814338
1.138117669,0.703633363
1.13957744,0.704374026
1.142012707,0.704903312
1.144941897,0.705538455
1.146899142,0.706067657
1.150157302,0.706815349
1.152790693,0.707549489
1.154761916,0.708290236
1.157229631,0.708819522
1.160197852,0.709454665
1.163669835,0.709984119
1.166564569,0.710641318
1.169148272,0.711360094
1.171147749,0.712206614
1.1726496,0.712841504
1.175155257,0.713265017
1.177163579,0.713582673
1.18018207,0.713900498
1.183205514,0.71432856
1.186243443,0.714959238
1.188778435,0.715488524
1.191318843,0.71601781
1.193355947,0.716758557
1.195906137,0.717287843
1.198898061,0.717595344
1.201535465,0.718346499
1.204617327,0.718981642
1.208222239,0.719511096
1.211320959,0.720040466
1.213391382,0.720463895
1.21599834,0.720601187
1.219101537,0.720993687
1.222228159,0.721523057
1.225885773,0.722052511
1.228505479,0.722581797
1.230605573,0.723110999
1.233341464,0.72323165
1.237452627,0.723746732
1.241685515,0.72427627
1.244339288,0.724911329
1.247530334,0.725334926
1.250729563,0.725758524
1.252580253,0.725858293
1.254473079,0.726499524
1.258763882,0.72692329
1.261453849,0.727452576
1.265768223,0.727770568
1.269868869,0.728036781
1.273897909,0.728512243
1.278800701,0.728936093
1.282079499,0.729148144
1.284270554,0.7294658
1.287014404,0.72978354
1.291109223,0.730013867
1.294175001,0.7303135
1.298601601,0.730737266
1.303043026,0.731055259
1.306384298,0.731373084
1.310005206,0.731485618
1.315896719,0.731903381
1.31927063,0.732115432
1.322088938,0.732327399
1.327755287,0.732589938
1.331146944,0.732646067
1.335129211,0.73275243
1.339123066,0.732753019
1.342555877,0.732753525
1.345997489,0.732754031
1.349568582,0.732470749
1.35290589,0.732331951
1.357531397,0.732121079
1.361590944,0.731698578
1.366828915,0.731382017
1.367508795,0.730943273
1.371499363,0.730324963
1.375600346,0.729796688
1.376185436,0.729162135
1.379711583,0.728633776
1.380729157,0.727410677
1.380887185,0.727893535
1.382060437,0.726095564
1.382061778,0.726518656
1.383222941,0.720595542
1.383238376,0.725461095
1.383424424,0.721216097
1.383823022,0.72366304
1.384402207,0.720066846
1.38441161,0.723028487
1.384416312,0.724509308
1.385836295,0.722408029
1.386174168,0.719644008
1.38735595,0.719115312
1.38794705,0.718798077
1.390792619,0.718032692
1.393879024,0.717846964
1.39983771,0.717318943
1.402859952,0.716993941
1.404627082,0.7181658
1.406429024,0.719012236
1.409436943,0.720281932
1.410164803,0.720777336
1.41486275,0.721128874
1.419700085,0.720918002
1.425161944,0.720707215
1.430148423,0.720027314
1.435534716,0.719862465
1.437985232,0.719333937
1.441055396,0.71901704
1.444748108,0.718594454
1.447215405,0.718383245
1.448263044,0.717734673
1.450302813,0.717325938
1.452778187,0.716691638
1.457121852,0.71605759
1.459609218,0.715529063
1.462724841,0.71500062
1.465517949,0.714477932
1.468349375,0.71394365
1.470856621,0.713626668
1.47399661,0.713203998
1.476512424,0.712569698
1.479033249,0.712146943
1.482191053,0.711830046
1.482349232,0.710735851
1.485983407,0.709715094
1.489790163,0.708975189
1.492332571,0.708235116
1.496205442,0.707397732
1.49934777,0.706543677
1.502439279,0.706072269
1.505112398,0.705275161
1.507680589,0.704429315
1.508990615,0.703329387
1.511539627,0.702737454
1.515410749,0.701680231
1.516268411,0.701147036
1.517994303,0.700199748
1.520194065,0.698970107
1.523178326,0.69829651
1.527080737,0.697662378
1.529687155,0.697028078
1.530990546,0.696287836
1.533752253,0.694932436
1.536874969,0.694490456
1.540153652,0.693433148
1.542783131,0.693010394
1.544096557,0.691952833
1.546287553,0.691445451
1.548710625,0.690578376
1.552015311,0.689732614
1.554000677,0.688992457
1.555988961,0.688358072
1.558644341,0.687617999
1.560525153,0.686637695
1.563301122,0.686031996
1.566636942,0.685186234
1.569310874,0.684551934
1.57198937,0.683917633
1.574074487,0.683048803
1.577358555,0.682225941
1.579376723,0.681591557
1.58139594,0.680534081
1.583415276,0.679115468
1.58341889,0.679793923
1.587471787,0.678102063
1.590859569,0.677362074
1.592215469,0.676727605
1.594933059,0.676093305
1.595611439,0.675458752
1.596859559,0.674605574
1.601061694,0.673872833
1.603109801,0.673132675
1.605845206,0.672286829
1.607213099,0.671440815
1.611100601,0.67032309
1.613390094,0.669537661
1.61670984,0.668565428
1.619591616,0.667846054
1.622355931,0.667211753
1.625125753,0.666788999
1.625468039,0.665877397
1.627895565,0.66509697
1.629100901,0.664397901
1.632063888,0.663828201
1.63484949,0.663193901
1.637640245,0.662665373
1.639963909,0.661513309
1.644634999,0.660550758
1.649132465,0.659852276
1.653071761,0.658965176
1.654480685,0.658330707
1.656429191,0.657353451
1.660132024,0.656744788
1.663674868,0.6560048
1.667225677,0.655370584
1.670070484,0.654524738
1.672920551,0.653784664
1.675775481,0.653044591
1.678635691,0.652410291
1.679262582,0.651921294
1.682935161,0.651458841
1.685088002,0.650718683
1.687964925,0.650295929
1.690124611,0.649661544
1.694243216,0.648850638
1.698071244,0.648393197
1.700969508,0.647758897
1.703872719,0.647124596
1.706780057,0.64627875
1.710080474,0.645608696
1.714804584,0.64490463
1.717731826,0.644376103
1.720662811,0.643530257
1.726543983,0.642896293
1.72972409,0.642764994
1.732444417,0.642050785
1.736882971,0.641416653
1.741332897,0.640782521
1.744305,0.640148221
1.751485615,0.639615489
1.757748759,0.638880463
1.763005539,0.638563735
1.76676878,0.638035292
1.772052106,0.63761279
1.775789131,0.637537296
1.782668364,0.637296651
1.788764073,0.637297326
1.793348224,0.636980513
1.799480452,0.636981187
1.80474023,0.637418083
1.811809204,0.637299854
1.815681023,0.63782914
1.8218905,0.63804136
1.828901438,0.638253664
1.831077405,0.638726617
1.835159689,0.639312067
1.838296841,0.639841269
1.841440249,0.640582016
1.843781547,0.640924152
1.845375837,0.641217075
1.8524776,0.641535152
1.855972007,0.641667047
1.857230439,0.642487614
1.85881878,0.64312242
1.860786513,0.643957991
1.863588341,0.644180655
1.868366514,0.644392706
1.873956384,0.644604842
1.879349327,0.644892898
1.881170418,0.645451783
1.885191834,0.646298388
1.887609358,0.646933278
1.889470242,0.647372042
1.893256799,0.647145414
1.898918374,0.646722912
1.903785284,0.646511872
1.909524239,0.646364926
1.912743932,0.646935891
1.916013247,0.64735932
1.920108215,0.647994378
1.920930029,0.648523327
1.924465256,0.649270683
1.926683237,0.65011051
1.929981527,0.651697441
1.930163169,0.650819596
1.933280774,0.652226642
1.934934154,0.652861448
1.936291097,0.653819931
1.938247039,0.654554152
1.942614647,0.655548828
1.94405164,0.656035562
1.946544645,0.656670452
1.949873152,0.6574112
1.952373622,0.65804609
1.953211141,0.65899813
1.955695128,0.659589578
1.958225279,0.660585229
1.960736935,0.661325892
1.964090663,0.662278185
1.966613182,0.663759259
1.967334595,0.663210493
1.969189918,0.666709369
1.969977439,0.664817325
1.971663638,0.665769449
1.975038451,0.667250607
1.978004106,0.668496911
1.981799647,0.668943648
1.98518892,0.669790168
1.986887657,0.67063652
1.988588331,0.671588644
1.990829904,0.672235967
1.99369377,0.673281516
1.995399301,0.674022095
1.997106291,0.674762674
1.998815711,0.675714798
1.998818621,0.676349436
2.001462036,0.677506339
2.003950325,0.678042308
2.004809483,0.678888575
2.005670469,0.680052161
2.005720701,0.681494125
2.006530364,0.680898428
2.009106414,0.682167956
2.012541899,0.682908703
2.014445796,0.683538191
2.015128111,0.684707095
2.01804761,0.686422377
2.018573892,0.685447843
2.022893455,0.687246403
2.024624947,0.688198528
2.026712873,0.689545483
2.029823891,0.690102946
2.03242738,0.690843609
2.035903731,0.691795902
2.036776588,0.692642169
2.03868308,0.694011579
2.039390974,0.693805924
2.039396416,0.694969426
2.042885678,0.696133265
2.043761529,0.696979532
2.045617605,0.698209054
2.049011103,0.699201268
2.049014085,0.699835906
2.050768433,0.700893803
2.05234623,0.701585835
2.054279643,0.702586507
2.058640617,0.703481456
2.058675613,0.704385067
2.062196359,0.705231587
2.064848884,0.707558844
2.064959693,0.706514087
2.068083763,0.708578629
2.071917028,0.709146111
2.072804822,0.709886606
2.075463944,0.710733042
2.077240434,0.711685167
2.081494689,0.712534082
2.084350995,0.713272434
2.086134586,0.714118786
2.087921223,0.715282456
2.090417843,0.715991588
2.092779741,0.717072944
2.094181176,0.718244687
2.096843574,0.720919236
2.096868737,0.719302669
2.099558729,0.720149105
2.103156026,0.722370673
2.103680474,0.721559305
2.104955198,0.723111252
2.106499999,0.724331172
2.113063105,0.724910149
2.11396853,0.725650644
2.117601565,0.726643404
2.119397923,0.727766607
2.119401008,0.728401245
2.121215106,0.729353369
2.122694808,0.730396737
2.127570234,0.731363644
2.130391324,0.732591523
2.133033526,0.733268062
2.134858257,0.734008641
2.136684031,0.734643447
2.137600615,0.735595487
2.142542456,0.736417858
2.146750608,0.737500242
2.150420937,0.738135216
2.155017412,0.738876048
2.161536638,0.740030601
2.166086556,0.740146334
2.177206219,0.740147345
2.186517788,0.740465507
2.194315998,0.740808817
2.2005612,0.741207181
2.209029861,0.741525258
2.211859985,0.741631284
2.22132084,0.742160991
2.223723795,0.742396906
2.231774798,0.742796556
2.238450302,0.742691373
2.245147407,0.742903509
2.25474955,0.74322167
2.260501399,0.743344427
2.26825927,0.74322285
2.276986805,0.743223609
2.283796989,0.743012653
2.290273302,0.742796181
2.295517023,0.742273254
2.297470721,0.741109921
2.299323832,0.739969363
2.29942887,0.740475452
2.305316693,0.739206683
2.30728153,0.738572214
2.309248042,0.737937745
2.311215108,0.737091731
2.317134797,0.73614028
2.319830276,0.735821527
2.325059767,0.736458273
2.32668128,0.739131934
2.327052721,0.737939262
2.327056673,0.738679673
2.328042497,0.737304709
2.329051903,0.740266435
2.330190051,0.740871687
2.336026874,0.741747845
2.340020811,0.742382819
2.345022552,0.743123651
2.347036033,0.745239278
2.347540141,0.745738822
2.3480457,0.746720182
2.348150175,0.74406079
2.350054366,0.747460761
2.35508041,0.748730457
2.356850782,0.749166994
2.359110357,0.750000069
2.362137914,0.751058051
2.364159783,0.752010175
2.370876711,0.752595556
2.375283087,0.752116875
2.384420101,0.751694542
2.389509209,0.751060326
2.394396198,0.75051659
2.399727018,0.751061169
2.404854629,0.751484682
2.409587461,0.752170331
2.415141573,0.752120162
2.423399979,0.752120837
2.430648656,0.752015654
2.438153019,0.752091054
2.442083604,0.751910808
2.450435325,0.752123028
2.457766061,0.752229391
2.466170218,0.752230065
2.476170709,0.752102271
2.482002537,0.751702465
2.48942469,0.751279963
2.494739121,0.750857293
2.496864192,0.750011278
2.501967516,0.749607219
