YY_OL_2,
W,R
0.5,0.556899306
0.503,0.558141838
0.506,0.558212248
0.509,0.558737891
0.512,0.562205019
0.515,0.565081727
0.518,0.569873513
0.521,0.573517485
0.524,0.573401932
0.527,0.572748955
0.53,0.574905829
0.533,0.578483812
0.536,0.580270405
0.539,0.580961795
0.542,0.583380937
0.545,0.583534917
0.548,0.586768361
0.551,0.589239731
0.554,0.59219602
0.557,0.593689603
0.56,0.595355422
0.563,0.596395179
0.566,0.597586832
0.569,0.597680939
0.572,0.598366281
0.575,0.600721294
0.578,0.601928717
0.581,0.603218294
0.584,0.603744276
0.587,0.604223775
0.59,0.605848578
0.593,0.607315072
0.596,0.608907067
0.599,0.611086245
0.602,0.611038023
0.605,0.611580031
0.608,0.612240344
0.611,0.614330763
0.614,0.614358932
0.617,0.615602476
0.62,0.616752055
0.623,0.617284832
0.626,0.617749988
0.629,0.618936193
0.632,0.62050349
0.635,0.620926319
0.638,0.622219029
0.641,0.622372332
0.644,0.623706307
0.647,0.624846729
0.65,0.625876425
0.653,0.627198934
0.656,0.628242482
0.659,0.629071029
0.662,0.629480383
0.665,0.630855467
0.668,0.631792214
0.671,0.6325729
0.674,0.63321417
0.677,0.634169272
0.68,0.635084689
0.683,0.636033782
0.686,0.636649378
0.689,0.636505608
0.692,0.637229312
0.695,0.638099744
0.698,0.638296835
0.701,0.638922966
0.704,0.638797512
0.707,0.639211128
0.71,0.639741665
0.713,0.640440312
0.716,0.640253432
0.719,0.64102043
0.722,0.641099805
0.725,0.641059936
0.728,0.6415053
0.731,0.641827505
0.734,0.642582136
0.737,0.642623045
0.74,0.642357155
0.743,0.641789073
0.746,0.64187909
0.749,0.641867722
0.752,0.642196978
0.755,0.641797804
0.758,0.641919517
0.761,0.641490811
0.764,0.641888349
0.767,0.641830952
0.77,0.641948349
0.773,0.64123768
0.776,0.64111242
0.779,0.640308929
0.782,0.640091637
0.785,0.639347932
0.788,0.638589276
0.791,0.63811102
0.794,0.638924366
0.797,0.638797104
0.8,0.638919705
0.803,0.638119452
0.806,0.638099565
0.809,0.638066668
0.812,0.638142881
0.815,0.637521463
0.818,0.636569528
0.821,0.636439568
0.824,0.635707401
0.827,0.636062622
0.83,0.636536951
0.833,0.636510386
0.836,0.635744668
0.839,0.63581441
0.842,0.635893272
0.845,0.635073277
0.848,0.634962763
0.851,0.634221236
0.854,0.634323801
0.857,0.63431003
0.86,0.634315993
0.863,0.634124171
0.866,0.6334762
0.869,0.633565225
0.872,0.633552073
0.875,0.633553948
0.878,0.633537286
0.881,0.633631834
0.884,0.632929477
0.887,0.632800882
0.89,0.632645609
0.893,0.63195767
0.896,0.632084441
0.899,0.631723232
0.902,0.631287994
0.905,0.631063384
0.908,0.630540045
0.911,0.629935131
0.914,0.629783065
0.917,0.628853067
0.92,0.628081791
0.923,0.627692064
0.926,0.626888898
0.929,0.625961
0.932,0.625034541
0.935,0.624158743
0.938,0.622926387
0.941,0.621897106
0.944,0.62095608
0.947,0.619509032
0.95,0.618446994
0.953,0.616857434
0.956,0.615801248
0.959,0.614744403
0.962,0.613000505
0.965,0.611631092
0.968,0.610616154
0.971,0.609248533
0.974,0.607489152
0.977,0.606139445
0.98,0.604814617
0.983,0.603007707
0.986,0.601978533
0.989,0.600337216
0.992,0.599307459
0.995,0.597827894
0.998,0.596865679
1.001,0.595138809
1.004,0.594306457
1.007,0.593411414
1.01,0.592102209
1.013,0.591168733
1.016,0.590216499
1.019,0.589502892
1.022,0.589101714
1.025,0.588237818
1.028,0.587467819
1.031,0.58718004
1.034,0.586670382
1.037,0.586735421
1.04,0.586730673
1.043,0.586729219
1.046,0.586731618
1.049,0.586724214
1.052,0.586735344
1.055,0.586841992
1.058,0.587511233
1.061,0.587903786
1.064,0.588587709
1.067,0.589036058
1.07,0.590263236
1.073,0.590988303
1.076,0.592218748
1.079,0.593042772
1.082,0.594796205
1.085,0.595762846
1.088,0.59714684
1.091,0.598904699
1.094,0.59994381
1.097,0.601336753
1.1,0.602671861
1.103,0.604293711
1.106,0.606185158
1.109,0.607590571
1.112,0.608946797
1.115,0.610556249
1.118,0.612090292
1.121,0.613849265
1.124,0.615232984
1.127,0.616623515
1.13,0.617997835
1.133,0.619379573
1.136,0.620758567
1.139,0.622072551
1.142,0.622923295
1.145,0.624111681
1.148,0.625531632
1.151,0.626457379
1.154,0.627511877
1.157,0.628718953
1.16,0.629611082
1.163,0.630523911
1.166,0.631857469
1.169,0.632721823
1.172,0.633703691
1.175,0.634242991
1.178,0.635125896
1.181,0.636041503
1.184,0.636941244
1.187,0.637951632
1.19,0.638075344
1.193,0.639039826
1.196,0.64015786
1.199,0.640763369
1.202,0.641718845
1.205,0.6426336
1.208,0.643064536
1.211,0.643683557
1.214,0.644689471
1.217,0.645205399
1.22,0.64607577
1.223,0.646593284
1.226,0.647616134
1.229,0.648168251
1.232,0.649026441
1.235,0.649524671
1.238,0.65054162
1.241,0.651100929
1.244,0.652296087
1.247,0.652843311
1.25,0.653821817
1.253,0.654508062
1.256,0.65522316
1.259,0.656165358
1.262,0.657084008
1.265,0.658002526
1.268,0.658921728
1.271,0.659841703
1.274,0.660760783
1.277,0.661659794
1.28,0.662770136
1.283,0.663921929
1.286,0.664812441
1.289,0.665732303
1.292,0.666667761
1.295,0.667493107
1.298,0.669094527
1.301,0.670168603
1.304,0.6710983
1.307,0.671935937
1.31,0.673420279
1.313,0.674617197
1.316,0.675509913
1.319,0.676621898
1.322,0.678207421
1.325,0.678940348
1.328,0.680671509
1.331,0.681615581
1.334,0.682487213
1.337,0.683921909
1.34,0.685149559
1.343,0.686447673
1.346,0.688272837
1.349,0.690293541
1.352,0.692371501
1.355,0.694173895
1.358,0.695994723
1.361,0.69735055
1.364,0.698730399
1.367,0.700141271
1.37,0.701127695
1.373,0.702091018
1.376,0.703528056
1.379,0.704669971
1.382,0.705530588
1.385,0.706874794
1.388,0.708365123
1.391,0.709894141
1.394,0.710733075
1.397,0.711664701
1.4,0.712586209
1.403,0.713472998
1.406,0.714643691
1.409,0.715742959
1.412,0.716641635
1.415,0.717968842
1.418,0.718844334
1.421,0.719768805
1.424,0.720703562
1.427,0.72166741
1.43,0.723370277
1.433,0.724156586
1.436,0.72538737
1.439,0.726793013
1.442,0.727719125
1.445,0.728573785
1.448,0.730040792
1.451,0.731255848
1.454,0.732152373
1.457,0.733043364
1.46,0.734182956
1.463,0.735269578
1.466,0.736559888
1.469,0.73749321
1.472,0.738423046
1.475,0.739338434
1.478,0.740258409
1.481,0.741177533
1.484,0.742097088
1.487,0.743013426
1.49,0.743945945
1.493,0.744831208
1.496,0.746170597
1.499,0.747059234
1.502,0.747994997
1.505,0.748898521
1.508,0.749835839
1.511,0.750338674
1.514,0.751299625
1.517,0.752205967
1.52,0.753126894
1.523,0.754045487
1.526,0.754986942
1.529,0.75570548
1.532,0.756390801
1.535,0.757365117
1.538,0.757873479
1.541,0.758684371
1.544,0.75935476
1.547,0.759951618
1.55,0.760807831
1.553,0.761326331
1.556,0.762152677
1.559,0.762529213
1.562,0.763332927
1.565,0.764219707
1.568,0.764375637
1.571,0.765215515
1.574,0.765572863
1.577,0.766442753
1.58,0.76688675
1.583,0.767557824
1.586,0.767962146
1.589,0.768600638
1.592,0.769125332
1.595,0.769600263
1.598,0.769996912
1.601,0.770836678
1.604,0.770973235
1.607,0.771786375
1.61,0.771992778
1.613,0.772498215
1.616,0.773137986
1.619,0.77326567
1.622,0.77405732
1.625,0.774335717
1.628,0.774754353
1.631,0.775454182
1.634,0.775537459
1.637,0.776070202
1.64,0.776236122
1.643,0.77685898
1.646,0.777053904
1.649,0.777156874
1.652,0.777815127
1.655,0.778245497
1.658,0.778599185
1.661,0.77857549
1.664,0.77933908
1.667,0.779636552
1.67,0.780137234
1.673,0.780022424
1.676,0.780869818
1.679,0.780739096
1.682,0.78126143
1.685,0.781583875
1.688,0.781947603
1.691,0.78231844
1.694,0.782629951
1.697,0.783164769
1.7,0.783025463
1.703,0.783867062
1.706,0.783893055
1.709,0.784461714
1.712,0.784580865
1.715,0.784946751
1.718,0.785376841
1.721,0.78527891
1.724,0.785818048
1.727,0.786130997
1.73,0.78610356
1.733,0.786164367
1.736,0.786697756
1.739,0.786872341
1.742,0.786868438
1.745,0.786928252
1.748,0.787691372
1.751,0.787617129
1.754,0.787546888
1.757,0.788364558
1.76,0.788355067
1.763,0.788350902
1.766,0.788578784
1.769,0.789094732
1.772,0.789122984
1.775,0.789109311
1.778,0.789280595
1.781,0.789806229
1.784,0.789889638
1.787,0.789978373
1.79,0.790711506
1.793,0.790641486
1.796,0.790569739
1.799,0.79139986
1.802,0.791540571
1.805,0.792166798
1.808,0.79262978
1.811,0.793261025
1.814,0.793765965
1.817,0.795009691
1.82,0.795269221
1.823,0.796464422
1.826,0.796682094
1.829,0.796816577
1.832,0.797450276
1.835,0.797885728
1.838,0.798515204
1.841,0.798945991
1.844,0.799122647
1.847,0.799796214
1.85,0.799608685
1.853,0.800421149
1.856,0.800438266
1.859,0.800460389
1.862,0.800443867
1.865,0.800476695
1.868,0.800063943
1.871,0.799670416
1.874,0.799712646
1.877,0.799667181
1.88,0.800024356
1.883,0.800468855
1.886,0.800445197
1.889,0.800454947
1.892,0.800452799
1.895,0.800453072
1.898,0.800453018
1.901,0.800453531
1.904,0.800450929
1.907,0.800458468
1.91,0.800465576
1.913,0.800963126
1.916,0.801236482
1.919,0.801202243
1.922,0.801210567
1.925,0.801231458
1.928,0.80094791
1.931,0.800386517
1.934,0.800461585
1.937,0.800453282
1.94,0.800450022
1.943,0.800471871
1.946,0.800374326
1.949,0.801141467
1.952,0.801181655
1.955,0.801436544
1.958,0.802028058
1.961,0.801973982
1.964,0.801950582
1.967,0.802751713
1.97,0.802998298
1.973,0.803511097
1.976,0.80376477
1.979,0.80422897
1.982,0.804418816
1.985,0.804981549
1.988,0.805554196
1.991,0.805717784
1.994,0.806527933
1.997,0.806743758
2,0.807236419
2.003,0.8078843
2.006,0.808009183
2.009,0.808895611
2.012,0.809292407
2.015,0.809769353
2.018,0.810225802
2.021,0.810685045
2.024,0.811154885
2.027,0.811551403
2.03,0.812411061
2.033,0.812524558
2.036,0.813326608
2.039,0.813577777
2.042,0.814025468
2.045,0.814713225
2.048,0.81482535
2.051,0.815591515
2.054,0.815922401
2.057,0.816284024
2.06,0.817025779
2.063,0.81708472
2.066,0.817597534
2.069,0.818021365
2.072,0.818545261
2.075,0.818581802
2.078,0.819366453
2.081,0.819654149
2.084,0.820075988
2.087,0.820748967
2.09,0.82124923
2.093,0.82172682
2.096,0.822136563
2.099,0.822927349
2.102,0.823477377
2.105,0.82398721
2.108,0.824826485
2.111,0.825139463
2.114,0.825837057
2.117,0.826546901
2.12,0.826965189
2.123,0.827452683
2.126,0.827895455
2.129,0.82837786
2.132,0.828390395
2.135,0.828397929
2.138,0.828395296
2.141,0.828395283
2.144,0.828395638
2.147,0.828407952
2.15,0.828274015
2.153,0.82771381
2.156,0.827676834
2.159,0.826829023
2.162,0.826405782
2.165,0.825928288
2.168,0.825477198
2.171,0.825009959
2.174,0.82448275
2.177,0.823856539
2.18,0.823397866
2.183,0.82310181
2.186,0.82270907
2.189,0.822343707
2.192,0.822219466
2.195,0.821676608
2.198,0.821594204
2.201,0.821597566
2.204,0.821599379
2.207,0.8215987
2.21,0.821598813
2.213,0.821598822
2.216,0.821599479
2.219,0.821593904
2.222,0.821620507
2.225,0.821548766
2.228,0.822388521
2.231,0.822329456
2.234,0.82238018
2.237,0.822277604
2.24,0.82308469
2.243,0.823100391
2.246,0.823053771
2.249,0.823571481
2.252,0.823908874
2.255,0.823884398
2.258,0.824702998
2.261,0.82452738
2.264,0.825160116
2.267,0.825398717
2.27,0.825450568
2.273,0.826189261
2.276,0.826284265
2.279,0.826840557
2.282,0.82688431
2.285,0.827373319
2.288,0.827596484
2.291,0.828161347
2.294,0.828364432
2.297,0.829181237
2.3,0.829208987
2.303,0.829735519
2.306,0.830179206
2.309,0.830641218
2.312,0.831101939
2.315,0.831548929
2.318,0.832075325
2.321,0.832115943
2.324,0.832937189
2.327,0.833080684
2.33,0.833688405
2.333,0.834227323
2.336,0.834412342
2.339,0.835235424
2.342,0.835254433
2.345,0.835843855
2.348,0.835891326
2.351,0.836695737
2.354,0.836651528
2.357,0.837022711
2.36,0.837485994
2.363,0.837761281
2.366,0.838224927
2.369,0.838188732
2.372,0.838369318
2.375,0.838896838
2.378,0.838974072
2.381,0.839004822
2.384,0.839521095
2.387,0.839742021
2.39,0.839737782
2.393,0.839737065
2.396,0.840552391
2.399,0.84045263
2.402,0.840504132
2.405,0.840437284
2.408,0.841278116
2.411,0.841211267
2.414,0.84124704
2.417,0.841207297
2.42,0.841602791
2.423,0.842013209
2.426,0.841981468
2.429,0.841990744
2.432,0.841989694
2.435,0.84199054
2.438,0.841967753
2.441,0.84216926
2.444,0.842425803
2.447,0.842008614
2.45,0.842038328
2.453,0.842435094
2.456,0.84213074
2.459,0.841976153
2.462,0.841989801
2.465,0.841951498
2.468,0.842327408
2.471,0.842797637
2.474,0.842741079
2.477,0.842748288
2.48,0.842688561
2.483,0.843178007
2.486,0.843474483
2.489,0.844237572
2.492,0.844688044
2.495,0.845215737
